"","Address","longitude","latitude","Type1","Type2","Type3","Value","Icon"
"1234","300 WEST 135 STREET , New York",-73.9471326,40.8165441,"Rent","R4  -ELEVATOR",NA,36.97,"Rent"
"1235","300 WEST 137 STREET , New York",-73.945994,40.817755,"Rent","R2  -WALK-UP",NA,26.17,"Rent"
"1236","300 WEST 138 STREET , New York",-73.945595,40.8183239,"Rent","R2  -WALK-UP",NA,23.48,"Rent"
"1237","300 WEST 145 STREET , New York",-73.942641,40.8229091,"Rent","R9  -CONDOPS",NA,40.28,"Rent"
"1238","301 CATHEDRAL PARKWAY , New York",-73.958089,40.801149,"Rent","R4  -ELEVATOR",NA,43.11,"Rent"
"1239","301 EAST 49 STREET , New York",-73.9685278,40.7542526,"Rent","R4  -ELEVATOR",NA,39.92,"Rent"
"1240","301 EAST 50 STREET , New York",-73.9681149,40.7549514,"Rent","R4  -ELEVATOR",NA,52.98,"Rent"
"1241","301 EAST 61 STREET , New York",-73.9631515,40.7618178,"Rent","R4  -ELEVATOR",NA,59.94,"Rent"
"1242","301 EAST 66 STREET , New York",-73.9607667,40.7650158,"Rent","R4  -ELEVATOR",NA,51.82,"Rent"
"1243","301 EAST 69 STREET , New York",-73.9592755,40.7669344,"Rent","R9  -CONDOPS",NA,41.37,"Rent"
"1244","301 EAST 79 STREET , New York",-73.9543759,40.7732956,"Rent","R4  -ELEVATOR",NA,49.97,"Rent"
"1245","301 WEST 108 STREET , New York",-73.9680691,40.8033475,"Rent","R9  -CONDOPS",NA,31.99,"Rent"
"1246","301 WEST 53 STREET , New York",-73.9848624,40.7646425,"Rent","R4  -ELEVATOR",NA,39,"Rent"
"1247","301 WEST 57 STREET , New York",-73.9830165,40.7671247,"Rent","R4  -ELEVATOR",NA,48.165,"Rent"
"1248","302 BROOME STREET , New York",-73.9922083,40.7188981,"Rent","R4  -ELEVATOR",NA,48.3,"Rent"
"1249","302 EAST 19 STREET , New York",-73.9824486,40.7351963,"Rent","R4  -ELEVATOR",NA,44.42,"Rent"
"1250","302 WEST 12 STREET , New York",-74.004722,40.7375,"Rent","R4  -ELEVATOR",NA,43.29,"Rent"
"1251","302 WEST 87 STREET , New York",-73.9780672,40.7896411,"Rent","D3  -ELEVATOR",NA,42.318,"Rent"
"1252","302 WEST 92 STREET , New York",-73.975824,40.792713,"Rent","D3  -ELEVATOR",NA,39.09,"Rent"
"1253","303 10 AVENUE , New York",-74.0024232,40.7506352,"Rent","D8  -ELEVATOR",NA,43.62,"Rent"
"1254","303 EAST 33 STREET , New York",-73.9757567,40.7440559,"Rent","R4  -ELEVATOR",NA,53.53,"Rent"
"1255","303 EAST 60 STREET , New York",-73.963072,40.761444,"Rent","R4  -ELEVATOR",NA,52.95,"Rent"
"1256","303 EAST 77 STREET , New York",-73.955655,40.7719956,"Rent","R4  -ELEVATOR",NA,53.52,"Rent"
"1257","303 EAST 83 STREET , New York",-73.9526519,40.7762116,"Rent","D6  -ELEVATOR",NA,49.81,"Rent"
"1258","303 ELIZABETH STREET , New York",NA,NA,"Rent","D7  -ELEVATOR",NA,29.39,"Rent"
"1259","303 WEST 146 STREET , New York",-73.9418374,40.8238932,"Rent","R4  -ELEVATOR",NA,27.58,"Rent"
"1260","303 WEST 80 STREET , New York",-73.9809139,40.7853782,"Rent","R4  -ELEVATOR",NA,42.51,"Rent"
"1261","304 EAST 12 STREET , New York",-73.985345,40.730496,"Rent","D1  -ELEVATOR",NA,43.2466666666667,"Rent"
"1262","304 EAST 20 STREET , New York",-73.981924,40.7355866,"Rent","D8  -ELEVATOR",NA,47.944,"Rent"
"1263","304 EAST 65 STREET , New York",-73.96145,40.7641367,"Rent","R4  -ELEVATOR",NA,50.52,"Rent"
"1264","304 WEST 114 STREET , New York",-73.9570373,40.803196,"Rent","R4  -ELEVATOR",NA,30.69,"Rent"
"1265","304 WEST 115 STREET , New York",-73.9562222,40.8037644,"Rent","R4  -ELEVATOR",NA,23.42,"Rent"
"1266","304 WEST 117 STREET , New York",-73.955402,40.805025,"Rent","RR  -CONRENT",NA,26.25,"Rent"
"1267","305 2 AVENUE , New York",-73.9836916,40.734853,"Rent","R4  -ELEVATOR",NA,55.49,"Rent"
"1268","305 EAST 109 STREET , New York",-73.9404138,40.7924625,"Rent","C1  -WALK-UP",NA,36.155,"Rent"
"1269","305 EAST 51 STREET , New York",-73.9675296,40.7554855,"Rent","R4  -ELEVATOR",NA,46.99,"Rent"
"1270","305 EAST 72 STREET , New York",-73.9579029,40.7689357,"Rent","R9  -CONDOPS",NA,37.68,"Rent"
"1271","305 EAST 85 STREET , New York",-73.9516646,40.7772091,"Rent","R4  -ELEVATOR",NA,55.31,"Rent"
"1272","305 RIVERSIDE DRIVE , New York",-73.9713866,40.8001653,"Rent","D3  -ELEVATOR",NA,30.19,"Rent"
"1273","305 WEST 13 STREET , New York",-74.003525,40.7395194,"Rent","D1  -ELEVATOR",NA,46.8525,"Rent"
"1274","305 WEST 150 STREET , New York",-73.9401612,40.8264873,"Rent","R4  -ELEVATOR",NA,31.16,"Rent"
"1275","305 WEST 18 STREET , New York",-74.0013214,40.7426815,"Rent","R4  -ELEVATOR",NA,40.53,"Rent"
"1276","305 WEST 22 STREET , New York",-73.999387,40.7449994,"Rent","R4  -ELEVATOR",NA,45.32,"Rent"
"1277","305 WEST 45 STREET , New York",-73.9889945,40.7595564,"Rent","D3  -ELEVATOR",NA,52.214,"Rent"
"1278","306 EAST 71 STREET , New York",-73.9583689,40.7677465,"Rent","D3  -ELEVATOR",NA,42.37,"Rent"
"1279","306 EAST 89 STREET , New York",-73.9497819,40.7793714,"Rent","C1  -WALK-UP",NA,44.71,"Rent"
"1280","306 MOTT STREET , New York",-73.9938611,40.7250022,"Rent","R4  -ELEVATOR",NA,55.11,"Rent"
"1281","306 WEST 112 STREET , New York",-73.958085,40.801962,"Rent","D1  -ELEVATOR",NA,35.8666666666667,"Rent"
"1282","306 WEST 116 STREET , New York",-73.9561648,40.8044985,"Rent","R4  -ELEVATOR",NA,52.8,"Rent"
"1283","306 WEST 47 STREET , New York",NA,NA,"Rent","D9  -ELEVATOR",NA,51.485,"Rent"
"1284","306 WEST 48 STREET , New York",-73.987661,40.76106,"Rent","R4  -ELEVATOR",NA,55.07,"Rent"
"1285","306 WEST 51 STREET , New York",-73.9864234,40.7630119,"Rent","D3  -ELEVATOR",NA,54.22625,"Rent"
"1286","306 WEST 97 STREET , New York",-73.973428,40.795959,"Rent","R4  -ELEVATOR",NA,28.45,"Rent"
"1287","307 EAST 109 STREET , New York",-73.9403219,40.7924109,"Rent","C1  -WALK-UP",NA,39.245,"Rent"
"1288","307 EAST 50 STREET , New York",NA,NA,"Rent","D3  -ELEVATOR",NA,44.3519047619048,"Rent"
"1289","308 EAST 38 STREET , New York",-73.9735216,40.7467847,"Rent","D8  -ELEVATOR",NA,66.45,"Rent"
"1290","308 EAST 72 STREET , New York",-73.9580402,40.7684713,"Rent","R4  -ELEVATOR",NA,48,"Rent"
"1291","308 EAST 89 STREET , New York",-73.94969,40.7793584,"Rent","C1  -WALK-UP",NA,45.58,"Rent"
"1292","308 EAST 90 STREET , New York",-73.9492308,40.7799873,"Rent","C1  -WALK-UP",NA,44.08,"Rent"
"1293","308 WEST 30 STREET , New York",-73.9960648,40.74983,"Rent","R4  -ELEVATOR",NA,46.94,"Rent"
"1294","309 5 AVENUE , New York",-73.9853132,40.7467042,"Rent","D7  -ELEVATOR",NA,56.81,"Rent"
"1295","309 CANAL STREET , New York",-74.0022396,40.7201081,"Rent","D5  -ELEVATOR",NA,94.95,"Rent"
"1296","309 EAST 108 STREET , New York",-73.9406204,40.7917785,"Rent","R4  -ELEVATOR",NA,28.1,"Rent"
"1297","309 EAST 110 STREET , New York",-73.939751,40.793092,"Rent","C4  -WALK-UP",NA,40.6333333333333,"Rent"
"1298","309 EAST 49 STREET , New York",-73.9680625,40.7540156,"Rent","R4  -ELEVATOR",NA,43.46,"Rent"
"1299","309 WEST 109 STREET , New York",-73.9678051,40.8040522,"Rent","D1  -ELEVATOR",NA,29.31,"Rent"
"1300","309 WEST 118 STREET , New York",-73.9549645,40.8061474,"Rent","R4  -ELEVATOR",NA,31.83,"Rent"
"1301","309 WEST 72 STREET , New York",-73.985092,40.7803009,"Rent","D3  -ELEVATOR",NA,44.352,"Rent"
"1302","309 WEST 83 STREET , New York",-73.9797748,40.7871466,"Rent","R9  -CONDOPS",NA,43.91,"Rent"
"1303","31 2 AVENUE , New York",-73.9907851,40.7248362,"Rent","D6  -ELEVATOR",NA,48.01,"Rent"
"1304","31 EAST 28 STREET , New York",-73.9848165,40.7439109,"Rent","R4  -ELEVATOR",NA,47.87,"Rent"
"1305","31 MONROE STREET , New York",-73.9949859,40.7117416,"Rent","R4  -ELEVATOR",NA,44.01,"Rent"
"1306","31 NORTH MOORE STREET , New York",-74.0076338,40.7200809,"Rent","R4  -ELEVATOR",NA,38.29,"Rent"
"1307","31 TIEMANN PLACE , New York",-73.959071,40.815472,"Rent","R9  -CONDOPS",NA,27.54,"Rent"
"1308","31 WEST 130 STREET , New York",-73.9412059,40.8103407,"Rent","C5  -WALK-UP",NA,37.0625,"Rent"
"1309","31 WEST 21 STREET , New York",-73.9921165,40.7411637,"Rent","R4  -ELEVATOR",NA,47.87,"Rent"
"1310","310 EAST 23 STREET , New York",-73.9804777,40.737408,"Rent","R9  -CONDOPS",NA,46.46,"Rent"
"1311","310 EAST 53 STREET , New York",-73.967001,40.756366,"Rent","R4  -ELEVATOR",NA,43.2,"Rent"
"1312","310 EAST 75 STREET , New York",-73.9561419,40.7702269,"Rent","D1  -ELEVATOR",NA,52.8125,"Rent"
"1313","310 EAST 91 STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,43.324,"Rent"
"1314","310 WEST 47 STREET , New York",-73.988329,40.760582,"Rent","D7  -ELEVATOR",NA,54.13,"Rent"
"1315","310 WEST 52 STREET , New York",-73.9858531,40.7635079,"Rent","R4  -ELEVATOR",NA,56.62,"Rent"
"1316","310 WEST 80 STREET , New York",-73.9815108,40.7851544,"Rent","D1  -ELEVATOR",NA,42.51,"Rent"
"1317","311 AMSTERDAM AVENUE , New York",-73.9802091,40.7802668,"Rent","R4  -ELEVATOR",NA,40.93,"Rent"
"1318","311 EAST 104 STREET , New York",-73.9425721,40.7891062,"Rent","R2  -WALK-UP",NA,40.16,"Rent"
"1319","311 EAST 11 STREET , New York",-73.9853445,40.7301457,"Rent","R4  -ELEVATOR",NA,51.23,"Rent"
"1320","311 EAST 21 STREET , New York",-73.9807569,40.7361924,"Rent","D1  -ELEVATOR",NA,42.68,"Rent"
"1321","311 EAST 38 STREET , New York",-73.9732461,40.7472473,"Rent","R4  -ELEVATOR",NA,48.61,"Rent"
"1322","311 GREENWICH STREET , New York",-74.0105948,40.7165804,"Rent","R4  -ELEVATOR",NA,52.75,"Rent"
"1323","311 WEST 127 STREET , New York",-73.950907,40.8119818,"Rent","RR  -CONRENT",NA,29.36,"Rent"
"1324","312 EAST 116 STREET , New York",-73.9371073,40.7964263,"Rent","C1  -WALK-UP",NA,39.045,"Rent"
"1325","312 EAST 22 STREET , New York",-73.9806843,40.7367232,"Rent","R4  -ELEVATOR",NA,46.62,"Rent"
"1326","312 EAST 23 STREET , New York",-73.980317,40.7373273,"Rent","R9  -CONDOPS",NA,42.21,"Rent"
"1327","312 EAST 92 STREET , New York",-73.9482435,40.781139,"Rent","D3  -ELEVATOR",NA,43.6266666666667,"Rent"
"1328","312 MANHATTAN AVENUE , New York",-73.9578179,40.8031528,"Rent","D1  -ELEVATOR",NA,29.448,"Rent"
"1329","312 WEST 121 STREET , New York",-73.9541443,40.8078739,"Rent","C4  -WALK-UP",NA,17.43,"Rent"
"1330","312 WEST 73 STREET , New York",-73.9849542,40.7806671,"Rent","D1  -ELEVATOR",NA,42.8614285714286,"Rent"
"1331","313 EAST 5 STREET , New York",-73.9881978,40.7266649,"Rent","D1  -ELEVATOR",NA,51.8083333333333,"Rent"
"1332","313 EAST 85 STREET , New York",-73.9513891,40.7770156,"Rent","C1  -WALK-UP",NA,45.69,"Rent"
"1333","313 EDGECOMBE AVENUE , New York",-73.943172,40.825201,"Rent","D1  -ELEVATOR",NA,27.725,"Rent"
"1334","313 WEST 119 STREET , New York",-73.954531,40.806892,"Rent","R4  -ELEVATOR",NA,31.11,"Rent"
"1335","313 WEST 21 STREET , New York",-74.000156,40.744569,"Rent","D1  -ELEVATOR",NA,45.4025,"Rent"
"1336","313 WEST 30 STREET , New York",-73.995889,40.750172,"Rent","D1  -ELEVATOR",NA,54.8311111111111,"Rent"
"1337","313 WEST 37 STREET , New York",-73.9930248,40.7546625,"Rent","D5  -ELEVATOR",NA,44.64,"Rent"
"1338","313 WEST 98 STREET , New York",-73.9730189,40.797127,"Rent","D3  -ELEVATOR",NA,26.35,"Rent"
"1339","314 WEST 100 STREET , New York",-73.9723967,40.7979951,"Rent","R4  -ELEVATOR",NA,26.99,"Rent"
"1340","314 WEST 94 STREET , New York",-73.975496,40.7943668,"Rent","R4  -ELEVATOR",NA,38.55,"Rent"
"1341","315 7 AVENUE , New York",-73.9932183,40.7469559,"Rent","R4  -ELEVATOR",NA,55.59,"Rent"
"1342","315 CENTRAL PARK WEST , New York",-73.9671622,40.7886895,"Rent","D3  -ELEVATOR",NA,40.4139682539683,"Rent"
"1343","315 EAST 105 STREET , New York",-73.9419752,40.7897154,"Rent","D7  -ELEVATOR",NA,41.84,"Rent"
"1344","315 EAST 108 STREET , New York",-73.9403219,40.7916782,"Rent","D1  -ELEVATOR",NA,37.874375,"Rent"
"1345","315 EAST 54 STREET , New York",-73.9658536,40.7571962,"Rent","D3  -ELEVATOR",NA,46.38,"Rent"
"1346","315 EAST 85 STREET , New York",-73.9512858,40.7770106,"Rent","D1  -ELEVATOR",NA,44.69,"Rent"
"1347","315 WEST 115 STREET , New York",-73.9564403,40.8042678,"Rent","D1  -ELEVATOR",NA,38.54,"Rent"
"1348","315 WEST 121 STREET , New York",-73.953851,40.808203,"Rent","C1  -WALK-UP",NA,24.14,"Rent"
"1349","315 WEST 33 STREET , New York",-73.9946208,40.7520318,"Rent","D6  -ELEVATOR",NA,52.18,"Rent"
"1350","315 WEST 36 STREET , New York",-73.9933561,40.7540389,"Rent","R4  -ELEVATOR",NA,44.04,"Rent"
"1351","315 WEST 57 STREET , New York",-73.9837605,40.7673801,"Rent","D6  -ELEVATOR",NA,52.22,"Rent"
"1352","316 WEST 116 STREET , New York",-73.956559,40.804622,"Rent","R4  -ELEVATOR",NA,20.77,"Rent"
"1353","317 EAST 111 STREET , New York",-73.9389672,40.7935484,"Rent","R4  -ELEVATOR",NA,39.98,"Rent"
"1354","317 EAST 48 STREET , New York",-73.9682775,40.753212,"Rent","R4  -ELEVATOR",NA,41.97,"Rent"
"1355","317 EAST 50 STREET , New York",-73.96756,40.754773,"Rent","R9  -CONDOPS",NA,47.69,"Rent"
"1356","317 EAST 85 STREET , New York",-73.9512054,40.7769895,"Rent","D9  -ELEVATOR",NA,51.12,"Rent"
"1357","317 WEST 89 STREET , New York",-73.9771948,40.7913685,"Rent","R4  -ELEVATOR",NA,48.43,"Rent"
"1358","317 WEST 95 STREET , New York",-73.9747613,40.7952266,"Rent","R4  -ELEVATOR",NA,35.7,"Rent"
"1359","318 EAST 126 STREET , New York",-73.9320555,40.8027628,"Rent","C4  -WALK-UP",NA,32.15,"Rent"
"1360","318 EAST 89 STREET , New York",-73.9491693,40.7792649,"Rent","D9  -ELEVATOR",NA,17.57,"Rent"
"1361","318 WEST 100 STREET , New York",-73.9726033,40.7981209,"Rent","R4  -ELEVATOR",NA,27.23,"Rent"
"1362","318 WEST 52 STREET , New York",-73.9864631,40.7638243,"Rent","R4  -ELEVATOR",NA,55.13,"Rent"
"1363","318 WEST 56 STREET , New York",-73.984615,40.766325,"Rent","D3  -ELEVATOR",NA,47.7066666666667,"Rent"
"1364","319 EAST 105 STREET , New York",-73.9417915,40.7897278,"Rent","R4  -ELEVATOR",NA,38.71,"Rent"
"1365","319 EAST 53 STREET , New York",-73.9661291,40.7565793,"Rent","D6  -ELEVATOR",NA,47.77,"Rent"
"1366","319 EAST 92 STREET , New York",-73.9477614,40.7813982,"Rent","D1  -ELEVATOR",NA,44.2283333333333,"Rent"
"1367","319 WEST 13 STREET , New York",-74.0039038,40.7396407,"Rent","D1  -ELEVATOR",NA,38.4166666666667,"Rent"
"1368","32 EAST 76 STREET , New York",-73.963264,40.774064,"Rent","R4  -ELEVATOR",NA,53.76,"Rent"
"1369","32 WEST 132 STREET , New York",-73.9403678,40.8112333,"Rent","R2  -WALK-UP",NA,23.71,"Rent"
"1370","32 WEST 86 STREET , New York",-73.971134,40.7857247,"Rent","D3  -ELEVATOR",NA,39.665,"Rent"
"1371","320 EAST 126 STREET , New York",-73.9319637,40.8027497,"Rent","C4  -WALK-UP",NA,29.97,"Rent"
"1372","320 EAST 23 STREET , New York",-73.979949,40.7371709,"Rent","D6  -ELEVATOR",NA,57.93,"Rent"
"1373","320 EAST 50 STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,46.2816666666667,"Rent"
"1374","320 EAST 52 STREET , New York",-73.9668179,40.7555195,"Rent","D6  -ELEVATOR",NA,48.12,"Rent"
"1375","320 EAST 54 STREET , New York",-73.9658766,40.7567942,"Rent","R4  -ELEVATOR",NA,43.58,"Rent"
"1376","320 EAST 65 STREET , New York",NA,NA,"Rent","D3  -ELEVATOR",NA,47.9447826086957,"Rent"
"1377","320 EAST 86 STREET , New York",-73.9509644,40.7772734,"Rent","R9  -CONDOPS",NA,45,"Rent"
"1378","320 MANHATTAN AVENUE , New York",-73.9576113,40.8035282,"Rent","D2  -ELEVATOR",NA,54.72,"Rent"
"1379","320 WEST 38 STREET , New York",-73.9930382,40.7550882,"Rent","D8  -ELEVATOR",NA,59.89,"Rent"
"1380","320 WEST 55 STREET , New York",-73.985006,40.76567,"Rent","C4  -WALK-UP",NA,54.79,"Rent"
"1381","321 EAST 79 STREET , New York",-73.9537756,40.7731347,"Rent","D9  -ELEVATOR",NA,49.2966666666667,"Rent"
"1382","321 EAST 85 STREET , New York",-73.9509758,40.7769954,"Rent","C1  -WALK-UP",NA,45,"Rent"
"1383","321 EAST 91 STREET , New York",-73.9480369,40.7807432,"Rent","D3  -ELEVATOR",NA,44.91,"Rent"
"1384","321 WEST 110 STREET , New York",-73.9592644,40.8012184,"Rent","R4  -ELEVATOR",NA,48.54,"Rent"
"1385","321 WEST 13 STREET , New York",-74.0039841,40.739739,"Rent","R4  -ELEVATOR",NA,44.38,"Rent"
"1386","321 WEST 29 STREET , New York",-73.9967534,40.7496961,"Rent","D3  -ELEVATOR",NA,47.4525,"Rent"
"1387","321 WEST 54 STREET , New York",-73.98562,40.7656183,"Rent","D3  -ELEVATOR",NA,44.76,"Rent"
"1388","321 WEST 94 STREET , New York",-73.9755548,40.794686,"Rent","D1  -ELEVATOR",NA,39.23,"Rent"
"1389","322 EAST 109 STREET , New York",-73.9400579,40.7919395,"Rent","C1  -WALK-UP",NA,40.16,"Rent"
"1390","322 EAST 90 STREET , New York",-73.9486798,40.779716,"Rent","C1  -WALK-UP",NA,49.92,"Rent"
"1391","322 WEST 23 STREET , New York",-73.9994884,40.7454521,"Rent","R4  -ELEVATOR",NA,52.37,"Rent"
"1392","322 WEST 57 STREET , New York",-73.9841263,40.7667994,"Rent","R4  -ELEVATOR",NA,48.02,"Rent"
"1393","323 EAST 89 STREET , New York",-73.9489094,40.7794016,"Rent","R2  -WALK-UP",NA,46.8,"Rent"
"1394","323 WEST 4 STREET , New York",-74.0037775,40.73776,"Rent","C4  -WALK-UP",NA,51.97,"Rent"
"1395","324 EAST 109 STREET , New York",-73.9399545,40.7919344,"Rent","C1  -WALK-UP",NA,39.16,"Rent"
"1396","324 EAST 112 STREET , New York",-73.9386687,40.7938337,"Rent","R4  -ELEVATOR",NA,40.76,"Rent"
"1397","324 PEARL STREET , New York",-74.0018723,40.7090099,"Rent","R4  -ELEVATOR",NA,42.51,"Rent"
"1398","324 WEST 30 STREET , New York",-73.9968432,40.7499283,"Rent","D5  -ELEVATOR",NA,55.58,"Rent"
"1399","324 WEST 84 STREET , New York",-73.9799956,40.787755,"Rent","D3  -ELEVATOR",NA,54.17,"Rent"
"1400","325 3 AVENUE , New York",-73.9822123,40.7396129,"Rent","C7  -WALK-UP",NA,46.19,"Rent"
"1401","325 EAST 101 STREET , New York",-73.9715817,40.7989301,"Rent","RR  -CONRENT",NA,38.46,"Rent"
"1402","325 EAST 45 STREET , New York",-73.9693653,40.7515585,"Rent","R4  -ELEVATOR",NA,49.01,"Rent"
"1403","325 EAST 8 STREET , New York",-73.9793069,40.7252538,"Rent","D1  -ELEVATOR",NA,49.09,"Rent"
"1404","325 LEXINGTON AVENUE , New York",-73.9773326,40.7492172,"Rent","R4  -ELEVATOR",NA,49.81,"Rent"
"1405","325 NORTH END AVENUE , New York",-74.0149991,40.7169963,"Rent","D8  -ELEVATOR",NA,57.7716666666667,"Rent"
"1406","326 EAST 109 STREET , New York",-73.9398627,40.7919213,"Rent","C4  -WALK-UP",NA,41.63,"Rent"
"1407","326 WEST 11 STREET , New York",-74.007403,40.735422,"Rent","D1  -ELEVATOR",NA,48.4242857142857,"Rent"
"1408","327 CENTRAL PARK WEST , New York",-73.9665424,40.7897392,"Rent","R4  -ELEVATOR",NA,48.68,"Rent"
"1409","327 EAST 34 STREET , New York",-73.9745777,40.744503,"Rent","D3  -ELEVATOR",NA,47.04,"Rent"
"1410","327 EAST 90 STREET , New York",-73.948232,40.77999,"Rent","D9  -ELEVATOR",NA,41.88,"Rent"
"1411","327 ST NICHOLAS AVENUE , New York",-73.9521009,40.8118433,"Rent","D7  -ELEVATOR",NA,31.28,"Rent"
"1412","327 WEST 30 STREET , New York",-73.9965468,40.7504195,"Rent","D1  -ELEVATOR",NA,35.23,"Rent"
"1413","328 EAST 119 STREET , New York",-73.9353299,40.7982439,"Rent","R4  -ELEVATOR",NA,25.8,"Rent"
"1414","328 EAST 43 STREET , New York",-73.970697,40.749815,"Rent","D3  -ELEVATOR",NA,46.1422222222222,"Rent"
"1415","328 WEST 53 STREET , New York",-73.9862398,40.7646065,"Rent","D5  -ELEVATOR",NA,50.674,"Rent"
"1416","328 WEST 85 STREET , New York",-73.979592,40.788468,"Rent","D2  -ELEVATOR",NA,44.76,"Rent"
"1417","329 WEST 14 STREET , New York",-74.0038234,40.7405848,"Rent","D1  -ELEVATOR",NA,48.0333333333333,"Rent"
"1418","33 BETHUNE STREET , New York",-74.0076789,40.7368449,"Rent","R4  -ELEVATOR",NA,37.67,"Rent"
"1419","33 EAST 70 STREET , New York",-73.9658606,40.770474,"Rent","R9  -CONDOPS",NA,49.16,"Rent"
"1420","33 WARREN STREET , New York",-74.008441,40.713996,"Rent","D6  -ELEVATOR",NA,45.09,"Rent"
"1421","33 WEST 56 STREET , New York",-73.9761618,40.763272,"Rent","R4  -ELEVATOR",NA,43.69,"Rent"
"1422","33 WEST 63 STREET , New York",-73.9812812,40.7712337,"Rent","D1  -ELEVATOR",NA,51.2,"Rent"
"1423","33 WEST END AVENUE , New York",-73.9901478,40.7733326,"Rent","RR  -CONRENT",NA,31.2,"Rent"
"1424","330 EAST 109 STREET , New York",-73.9397708,40.7918311,"Rent","R4  -ELEVATOR",NA,39.8,"Rent"
"1425","330 EAST 38 STREET , New York",-73.9725283,40.7462466,"Rent","R4  -ELEVATOR",NA,44.93,"Rent"
"1426","330 EAST 46 STREET , New York",-73.9692154,40.7517769,"Rent","D6  -ELEVATOR",NA,41.68,"Rent"
"1427","330 EAST 49 STREET , New York",-73.967828,40.753579,"Rent","R4  -ELEVATOR",NA,41.11,"Rent"
"1428","330 EAST 57 STREET , New York",-73.9642924,40.7586722,"Rent","R4  -ELEVATOR",NA,50.22,"Rent"
"1429","330 EAST 58 STREET , New York",-73.9634888,40.7592333,"Rent","D1  -ELEVATOR",NA,41.11,"Rent"
"1430","330 EAST 63 STREET , New York",-73.9612848,40.7623156,"Rent","D1  -ELEVATOR",NA,51.39,"Rent"
"1431","330 EAST 65 STREET , New York",-73.9605271,40.7636935,"Rent","R9  -CONDOPS",NA,43.85,"Rent"
"1432","330 EAST 77 STREET , New York",-73.9549709,40.7713914,"Rent","D9  -ELEVATOR",NA,44.81,"Rent"
"1433","330 SPRING STREET , New York",-74.0097225,40.7257641,"Rent","R4  -ELEVATOR",NA,49.28,"Rent"
"1434","330 WEST 145 STREET , New York",-73.9434689,40.823225,"Rent","R9  -CONDOPS",NA,23.89,"Rent"
"1435","330 WEST 45 STREET , New York",-73.9898439,40.7595804,"Rent","D6  -ELEVATOR",NA,42.07,"Rent"
"1436","330 WEST 56 STREET , New York",-73.9849772,40.7665303,"Rent","D3  -ELEVATOR",NA,49.8916666666667,"Rent"
"1437","331 EAST 108 STREET , New York",-73.9397766,40.7914472,"Rent","D1  -ELEVATOR",NA,36.711,"Rent"
"1438","331 EAST 88 STREET , New York",-73.9490931,40.7787334,"Rent","C1  -WALK-UP",NA,40.69,"Rent"
"1439","332 EAST 18 STREET , New York",-73.9817862,40.7340613,"Rent","C4  -WALK-UP",NA,51.48,"Rent"
"1440","332 EAST 28 STREET , New York",-73.9769173,40.7407495,"Rent","D3  -ELEVATOR",NA,49.545,"Rent"
"1441","333 EAST 102 STREET , New York",-73.9426221,40.7875832,"Rent","R9  -CONDOPS",NA,36.71,"Rent"
"1442","333 EAST 109 STREET , New York",-73.9393346,40.7920582,"Rent","R4  -ELEVATOR",NA,39.23,"Rent"
"1443","333 EAST 30 STREET , New York",-73.9762938,40.7418406,"Rent","R4  -ELEVATOR",NA,36.08,"Rent"
"1444","333 EAST 33 STREET , New York",-73.974852,40.743725,"Rent","D3  -ELEVATOR",NA,49.215,"Rent"
"1445","333 EAST 34 STREET , New York",-73.9740497,40.7442929,"Rent","R4  -ELEVATOR",NA,45.36,"Rent"
"1446","333 EAST 54 STREET , New York",-73.9652567,40.7570727,"Rent","D3  -ELEVATOR",NA,43.0325,"Rent"
"1447","333 EAST 75 STREET , New York",-73.9552464,40.770196,"Rent","R9  -CONDOPS",NA,47.01,"Rent"
"1448","333 EAST 95 STREET , New York",-73.9457408,40.7830007,"Rent","D1  -ELEVATOR",NA,44.58,"Rent"
"1449","333 WEST 57 STREET , New York",-73.9845643,40.7676788,"Rent","R9  -CONDOPS",NA,46.73,"Rent"
"1450","334 EAST 81 STREET , New York",-73.9530605,40.7738623,"Rent","D3  -ELEVATOR",NA,62.04,"Rent"
"1451","335 EAST 13 STREET , New York",-73.983744,40.731188,"Rent","C4  -WALK-UP",NA,49.72,"Rent"
"1452","335 EAST 27 STREET , New York",-73.977376,40.739866,"Rent","RR  -CONRENT",NA,45.65,"Rent"
"1453","335 EAST 51 STREET , New York",-73.9666342,40.7550688,"Rent","R4  -ELEVATOR",NA,43,"Rent"
"1454","335 WEST 14 STREET , New York",-74.0041662,40.7406246,"Rent","D1  -ELEVATOR",NA,53.74,"Rent"
"1455","335 WEST 50 STREET , New York",-73.987798,40.763257,"Rent","D5  -ELEVATOR",NA,43,"Rent"
"1456","336 EAST 90 STREET , New York",-73.9481517,40.7795059,"Rent","C1  -WALK-UP",NA,46.8,"Rent"
"1457","336 WEST 95 STREET , New York",-73.975496,40.7950996,"Rent","D1  -ELEVATOR",NA,38.1433333333333,"Rent"
"1458","337 EAST 33 STREET , New York",-73.9747269,40.743646,"Rent","D1  -ELEVATOR",NA,47.2225,"Rent"
"1459","337 WEST 138 STREET , New York",-73.9466822,40.8192445,"Rent","D1  -ELEVATOR",NA,31.9366666666667,"Rent"
