"","Address","longitude","latitude","Type1","Type2","Type3","Value","Icon"
"772","21 LUDLOW STREET , New York",-73.9910205,40.7154214,"Rent","R4  -ELEVATOR",NA,43.34,"Rent"
"773","21 MAIDEN LANE , New York",-74.0090053,40.7093494,"Rent","D6  -ELEVATOR",NA,49.23,"Rent"
"774","21 MONROE STREET , New York",-73.9955598,40.7116492,"Rent","C1  -WALK-UP",NA,43.2742857142857,"Rent"
"775","21 UNIVERSITY PLACE , New York",-73.9944634,40.7315893,"Rent","R9  -CONDOPS",NA,37.75,"Rent"
"776","21 WEST 20 STREET , New York",-73.9924149,40.7405691,"Rent","R4  -ELEVATOR",NA,56.5,"Rent"
"777","210 BENNETT AVENUE , New York",-73.9340074,40.8568972,"Rent","R4  -ELEVATOR",NA,22.62,"Rent"
"778","210 EAST 118 STREET , New York",-73.9384161,40.7987913,"Rent","D1  -ELEVATOR",NA,33.2081818181818,"Rent"
"779","210 EAST 35 STREET , New York",-73.9771489,40.7459875,"Rent","D1  -ELEVATOR",NA,61.27,"Rent"
"780","210 EAST 38 STREET , New York",-73.9757026,40.7477699,"Rent","D3  -ELEVATOR",NA,48.5242857142857,"Rent"
"781","210 EAST 39 STREET , New York",-73.9753123,40.7485057,"Rent","RR  -CONRENT",NA,43.61,"Rent"
"782","210 EAST 47 STREET , New York",-73.971685,40.7535482,"Rent","R4  -ELEVATOR",NA,43.43,"Rent"
"783","210 EAST 75 STREET , New York",-73.9585297,40.771261,"Rent","D1  -ELEVATOR",NA,45.11,"Rent"
"784","210 LAFAYETTE STREET , New York",-73.9980389,40.7217331,"Rent","R4  -ELEVATOR",NA,49.59,"Rent"
"785","210 WEST 133 STREET , New York",-73.94589,40.8143615,"Rent","C1  -WALK-UP",NA,32.92,"Rent"
"786","210 WEST 19 STREET , New York",-73.9981996,40.7417756,"Rent","R4  -ELEVATOR",NA,46.87,"Rent"
"787","210 WEST 88 STREET , New York",-73.9750368,40.7891335,"Rent","C4  -WALK-UP",NA,39.05,"Rent"
"788","2101 BROADWAY , New York",-73.9820037,40.7798286,"Rent","R4  -ELEVATOR",NA,37.46,"Rent"
"789","2101 FREDERICK DOUGLASS BLVD. , New York",-73.9568995,40.8029065,"Rent","R4  -ELEVATOR",NA,28.37,"Rent"
"790","211 CENTRAL PARK NORTH , New York",-73.9563241,40.8001344,"Rent","D1  -ELEVATOR",NA,32.095,"Rent"
"791","211 EAST 3 STREET , New York",-73.9824324,40.7225501,"Rent","R2  -WALK-UP",NA,32.04,"Rent"
"792","211 EAST 46 STREET , New York",-73.9718218,40.7532168,"Rent","R4  -ELEVATOR",NA,50.96,"Rent"
"793","211 EAST 53 STREET , New York",-73.9683561,40.7575325,"Rent","R9  -CONDOPS",NA,45.59,"Rent"
"794","211 NORTH END AVENUE , New York",-74.0155526,40.716124,"Rent","D8  -ELEVATOR",NA,61.49,"Rent"
"795","211 WEST 71 STREET , New York",-73.9825668,40.7783993,"Rent","R4  -ELEVATOR",NA,52.63,"Rent"
"796","211 WEST 88 STREET , New York",-73.9745318,40.7894088,"Rent","R2  -WALK-UP",NA,39.15,"Rent"
"797","211 WEST BROADWAY , New York",-74.0062106,40.7189138,"Rent","R2  -WALK-UP",NA,35.96,"Rent"
"798","2110 FREDERICK DOUGLASS BLVD , New York",-73.9559736,40.8030984,"Rent","R4  -ELEVATOR",NA,35.28,"Rent"
"799","2112 BROADWAY , New York",-73.9812721,40.7799459,"Rent","R4  -ELEVATOR",NA,50.92,"Rent"
"800","212 AVENUE B , New York",-73.9788018,40.7286957,"Rent","R2  -WALK-UP",NA,43.75,"Rent"
"801","212 EAST 57 STREET , New York",-73.9670474,40.7596812,"Rent","R4  -ELEVATOR",NA,46.18,"Rent"
"802","212 EAST 70 STREET , New York",-73.9608026,40.7679382,"Rent","R2  -WALK-UP",NA,54.85,"Rent"
"803","212 EAST 83 STREET , New York",-73.9547872,40.7763418,"Rent","D9  -ELEVATOR",NA,46.44,"Rent"
"804","212 EAST 95 STREET , New York",-73.9490701,40.7839566,"Rent","R4  -ELEVATOR",NA,49.57,"Rent"
"805","212 SULLIVAN STREET , New York",-74.0002426,40.7293438,"Rent","C5  -WALK-UP",NA,32.235,"Rent"
"806","212 WEST 133 STREET , New York",-73.9460622,40.8143956,"Rent","D5  -ELEVATOR",NA,26.1733333333333,"Rent"
"807","212 WEST 82 STREET , New York",-73.9778491,40.7852612,"Rent","C5  -WALK-UP",NA,39.3,"Rent"
"808","2120 BROADWAY , New York",-73.981117,40.7802859,"Rent","R4  -ELEVATOR",NA,44.37,"Rent"
"809","213 EAST 10 STREET , New York",-73.9858266,40.7296542,"Rent","C4  -WALK-UP",NA,49.55,"Rent"
"810","213 EAST 37 STREET , New York",NA,NA,"Rent","D3  -ELEVATOR",NA,50.287,"Rent"
"811","213 EAST 73 STREET , New York",NA,NA,"Rent","D3  -ELEVATOR",NA,45.635,"Rent"
"812","213 WEST 135 STREET , New York",-73.9445009,40.8159851,"Rent","C4  -WALK-UP",NA,37.49,"Rent"
"813","213 WEST 18 STREET , New York",-73.998521,40.741565,"Rent","D9  -ELEVATOR",NA,46.33375,"Rent"
"814","2131 FREDERICK DOUGLASS BLVD. , New York",-73.9559114,40.8039664,"Rent","R4  -ELEVATOR",NA,38.68,"Rent"
"815","2132 2 AVENUE , New York",-73.9404138,40.7929253,"Rent","R4  -ELEVATOR",NA,43.97,"Rent"
"816","2138 BROADWAY , New York",-73.981217,40.7810274,"Rent","R9  -CONDOPS",NA,49.32,"Rent"
"817","2139 3 AVENUE , New York",-73.9393216,40.7983895,"Rent","RR  -CONRENT",NA,38.36,"Rent"
"818","214 AVENUE A , New York",-73.9805121,40.7298362,"Rent","R9  -CONDOPS",NA,47.17,"Rent"
"819","214 EAST 24 STREET , New York",-73.9821306,40.7390324,"Rent","D3  -ELEVATOR",NA,55.61,"Rent"
"820","214 EAST 51 STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,47.0166666666667,"Rent"
"821","214 EAST 52 STREET , New York",-73.9692055,40.756592,"Rent","R4  -ELEVATOR",NA,50.27,"Rent"
"822","214 EAST 9 STREET , New York",-73.9886731,40.7295948,"Rent","R4  -ELEVATOR",NA,46.86,"Rent"
"823","214 WEST 30 STREET , New York",-73.9933561,40.7486738,"Rent","D5  -ELEVATOR",NA,37.68,"Rent"
"824","214 WEST 82 STREET , New York",-73.9779295,40.7853015,"Rent","C1  -WALK-UP",NA,39.43,"Rent"
"825","2141 2 AVENUE , New York",-73.9407812,40.7934018,"Rent","R2  -WALK-UP",NA,40.86,"Rent"
"826","2148 BROADWAY , New York",-73.9808621,40.7812665,"Rent","R4  -ELEVATOR",NA,49.59,"Rent"
"827","215 7 AVENUE , New York",-73.9957167,40.7435918,"Rent","R4  -ELEVATOR",NA,64.21,"Rent"
"828","215 AVENUE B , New York",-73.978201,40.728771,"Rent","R4  -ELEVATOR",NA,43.38,"Rent"
"829","215 CHRYSTIE STREET , New York",-73.9920935,40.7231104,"Rent","R4  -ELEVATOR",NA,51.49,"Rent"
"830","215 EAST 77 STREET , New York",-73.9572439,40.7727756,"Rent","R4  -ELEVATOR",NA,47.15,"Rent"
"831","215 EAST 80 STREET , New York",-73.9558893,40.7747626,"Rent","R4  -ELEVATOR",NA,36.93,"Rent"
"832","215 EAST 81 STREET , New York",-73.9554301,40.7754688,"Rent","R4  -ELEVATOR",NA,47.12,"Rent"
"833","215 EAST 96 STREET , New York",-73.947968,40.7851883,"Rent","R9  -CONDOPS",NA,46.19,"Rent"
"834","215 WEST 116 STREET , New York",-73.9534146,40.8038129,"Rent","D7  -ELEVATOR",NA,29.475,"Rent"
"835","215 WEST 121 STREET , New York",-73.950965,40.806982,"Rent","C4  -WALK-UP",NA,51.58,"Rent"
"836","215 WEST 20 STREET , New York",-73.9976901,40.7427287,"Rent","D9  -ELEVATOR",NA,35.98,"Rent"
"837","215 WEST 88 STREET , New York",-73.9749701,40.7894892,"Rent","R4  -ELEVATOR",NA,42.57,"Rent"
"838","215 WEST 90 STREET , New York",-73.9738704,40.7907273,"Rent","R4  -ELEVATOR",NA,40.67,"Rent"
"839","215 WEST 95 STREET , New York",-73.9717309,40.7940247,"Rent","R4  -ELEVATOR",NA,45.43,"Rent"
"840","216 EAST 14 STREET , New York",-73.9866071,40.7327766,"Rent","R4  -ELEVATOR",NA,52.37,"Rent"
"841","216 EAST 29 STREET , New York",-73.9795594,40.7419873,"Rent","D3  -ELEVATOR",NA,46.7033333333333,"Rent"
"842","216 EAST 47 STREET , New York",-73.9712718,40.7533737,"Rent","R4  -ELEVATOR",NA,51.99,"Rent"
"843","216 EAST 77 STREET , New York",-73.9574928,40.7724268,"Rent","D9  -ELEVATOR",NA,45.18,"Rent"
"844","216 WEST 141 STREET , New York",-73.9422048,40.8194358,"Rent","C1  -WALK-UP",NA,21.66,"Rent"
"845","216 WEST 16 STREET , New York",-73.9997835,40.7401279,"Rent","C4  -WALK-UP",NA,43.8,"Rent"
"846","216 WEST 99 STREET , New York",-73.9698024,40.7961032,"Rent","D1  -ELEVATOR",NA,37.36,"Rent"
"847","217 EAST 22 STREET , New York",-73.9825897,40.7378623,"Rent","D2  -ELEVATOR",NA,49.055,"Rent"
"848","217 EAST 33 STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,54.8533333333333,"Rent"
"849","217 EAST 5 STREET , New York",-73.9902435,40.727405,"Rent","R2  -WALK-UP",NA,51.67,"Rent"
"850","217 EAST 7 STREET , New York",-73.9794905,40.7245076,"Rent","R4  -ELEVATOR",NA,40.33,"Rent"
"851","217 WEST 121 STREET , New York",-73.9510562,40.8070008,"Rent","C4  -WALK-UP",NA,51.58,"Rent"
"852","217 WEST 14 STREET , New York",-74.0003458,40.739117,"Rent","R2  -WALK-UP",NA,44.15,"Rent"
"853","217 WEST 19 STREET , New York",-73.9981647,40.7421574,"Rent","R4  -ELEVATOR",NA,44.49,"Rent"
"854","218 EAST 11 STREET , New York",-73.9877549,40.7307387,"Rent","C1  -WALK-UP",NA,40.84,"Rent"
"855","218 EAST 70 STREET , New York",-73.96056,40.767766,"Rent","C4  -WALK-UP",NA,54.85,"Rent"
"856","218 WEST 14 STREET , New York",-74.0009771,40.7388301,"Rent","R2  -WALK-UP",NA,51.51,"Rent"
"857","2185 ADAM C. POWELL BOULEVARD , New York",-73.9459245,40.8116775,"Rent","RR  -CONRENT",NA,24.98,"Rent"
"858","2187 FREDERICK DOUGLASS BLVD. , New York",-73.9544781,40.8061261,"Rent","R4  -ELEVATOR",NA,31.77,"Rent"
"859","219 EAST 25 STREET , New York",-73.9811434,40.7398381,"Rent","D3  -ELEVATOR",NA,48.41,"Rent"
"860","219 EAST 26 STREET , New York",-73.9806843,40.7405064,"Rent","C4  -WALK-UP",NA,48.15,"Rent"
"861","219 EAST 81 STREET , New York",-73.9553153,40.775356,"Rent","D3  -ELEVATOR",NA,44.63,"Rent"
"862","219 EAST 84 STREET , New York",-73.9539377,40.7773203,"Rent","D3  -ELEVATOR",NA,42.03,"Rent"
"863","219 WEST 80 STREET , New York",-73.9788018,40.7844611,"Rent","R4  -ELEVATOR",NA,37.07,"Rent"
"864","219 WEST 81 STREET , New York",-73.9782096,40.7851272,"Rent","R4  -ELEVATOR",NA,42.98,"Rent"
"865","2194 3 AVENUE , New York",-73.9385768,40.8004144,"Rent","C7  -WALK-UP",NA,34.7,"Rent"
"866","2196 FREDRICK DOUGLASS BLVD , New York",-73.9539762,40.8059056,"Rent","D1  -ELEVATOR",NA,29.4054545454545,"Rent"
"867","22 EAST 22 STREET , New York",-73.9883977,40.7399798,"Rent","C5  -WALK-UP",NA,47.34,"Rent"
"868","22 EAST 82 STREET , New York",-73.9612159,40.778259,"Rent","R4  -ELEVATOR",NA,46.72,"Rent"
"869","22 PERRY STREET , New York",-74.0020278,40.7356987,"Rent","R4  -ELEVATOR",NA,49.46,"Rent"
"870","22 RIVERSIDE DRIVE , New York",-73.9848624,40.7818113,"Rent","R4  -ELEVATOR",NA,44.27,"Rent"
"871","22 WEST 15 STREET , New York",-73.9946875,40.7370888,"Rent","R4  -ELEVATOR",NA,44.91,"Rent"
"872","22 WEST 25 STREET , New York",-73.990233,40.7432469,"Rent","D9  -ELEVATOR",NA,46.08,"Rent"
"873","22 WEST 66 STREET , New York",-73.9799152,40.7726698,"Rent","R4  -ELEVATOR",NA,50.82,"Rent"
"874","220 3 AVENUE , New York",-73.9852669,40.736362,"Rent","R4  -ELEVATOR",NA,56.03,"Rent"
"875","220 AUDUBON AVENUE , New York",-73.9349074,40.8458219,"Rent","D1  -ELEVATOR",NA,24.68,"Rent"
"876","220 AVENUE A , New York",-73.9803629,40.730037,"Rent","C4  -WALK-UP",NA,45.255,"Rent"
"877","220 EAST 24 STREET , New York",-73.9818551,40.7389161,"Rent","D3  -ELEVATOR",NA,53.04,"Rent"
"878","220 EAST 29 STREET , New York",NA,NA,"Rent","D3  -ELEVATOR",NA,50.85,"Rent"
"879","220 EAST 60 STREET , New York",-73.9653256,40.7616553,"Rent","R4  -ELEVATOR",NA,52.77,"Rent"
"880","220 EAST 63 STREET , New York",-73.963948,40.763466,"Rent","D6  -ELEVATOR",NA,47.53,"Rent"
"881","220 EAST 65 STREET , New York",-73.9623816,40.7645912,"Rent","R4  -ELEVATOR",NA,54.69,"Rent"
"882","220 EAST 95 STREET , New York",-73.9487257,40.7838883,"Rent","D1  -ELEVATOR",NA,46.19,"Rent"
"883","220 PARK AVENUE SOUTH , New York",-73.9889256,40.73714,"Rent","D7  -ELEVATOR",NA,54.47,"Rent"
"884","220 WEST 111 STREET , New York",-73.9563944,40.8004439,"Rent","R4  -ELEVATOR",NA,30.24,"Rent"
"885","220 WEST 148 STREET , New York",-73.9394064,40.8240212,"Rent","R4  -ELEVATOR",NA,37.62,"Rent"
"886","220 WEST 21 STREET , New York",NA,NA,"Rent","D1  -ELEVATOR",NA,48.5408333333333,"Rent"
"887","220 WEST 71 STREET , New York",-73.9831407,40.7781528,"Rent","D3  -ELEVATOR",NA,49.04,"Rent"
"888","220 WEST 93 STREET , New York",-73.972928,40.792443,"Rent","R4  -ELEVATOR",NA,40.35,"Rent"
"889","220 WEST BROADWAY , New York",-74.0065623,40.7192779,"Rent","R9  -CONDOPS",NA,36.24,"Rent"
"890","2205 3 AVENUE , New York",-73.9375895,40.8006015,"Rent","RR  -CONRENT",NA,35.52,"Rent"
"891","221 EAST 12 STREET , New York",-73.9869285,40.7315867,"Rent","C5  -WALK-UP",NA,42.2,"Rent"
"892","221 EAST 21 STREET , New York",-73.9828422,40.7372997,"Rent","D3  -ELEVATOR",NA,51.325,"Rent"
"893","221 EAST 33 STREET , New York",-73.9774703,40.744798,"Rent","D1  -ELEVATOR",NA,52.8566666666667,"Rent"
"894","221 EAST 5 STREET , New York",-73.9900505,40.7273963,"Rent","C1  -WALK-UP",NA,51.72,"Rent"
"895","221 WEST 14 STREET , New York",-74.0005869,40.7391801,"Rent","R2  -WALK-UP",NA,42.45,"Rent"
"896","222 EAST 104 STREET , New York",-73.9443762,40.7892917,"Rent","RR  -CONRENT",NA,36.56,"Rent"
"897","222 EAST 111 STREET , New York",-73.9413782,40.7941809,"Rent","D1  -ELEVATOR",NA,47.435,"Rent"
"898","222 EAST 75 STREET , New York",-73.9582541,40.7710675,"Rent","D3  -ELEVATOR",NA,45.37,"Rent"
"899","222 RIVERSIDE DRIVE , New York",-73.9758174,40.7948367,"Rent","R4  -ELEVATOR",NA,57.71,"Rent"
"900","222 WEST 14 STREET , New York",-74.001233,40.7389096,"Rent","R4  -ELEVATOR",NA,59.65,"Rent"
"901","222 WEST 144 STREET , New York",-73.940292,40.821014,"Rent","D5  -ELEVATOR",NA,30.5566666666667,"Rent"
"902","223 EAST 6 STREET , New York",-73.9891789,40.72791,"Rent","D1  -ELEVATOR",NA,30.67,"Rent"
"903","223 EAST 61 STREET , New York",-73.9644072,40.7624508,"Rent","D1  -ELEVATOR",NA,51.9791666666667,"Rent"
"904","223 WEST 10 STREET , New York",-74.0051757,40.7340288,"Rent","R2  -WALK-UP",NA,45.38,"Rent"
"905","223 WEST 80 STREET , New York",-73.9789281,40.7845272,"Rent","R4  -ELEVATOR",NA,51.09,"Rent"
"906","2235 FRED DOUGLASS BOULEVARD , New York",-73.9535703,40.807426,"Rent","R9  -CONDOPS",NA,24.44,"Rent"
"907","224 1 AVENUE , New York",-73.9827094,40.730872,"Rent","R4  -ELEVATOR",NA,53.14,"Rent"
"908","224 EAST 39 STREET , New York",-73.974852,40.748201,"Rent","D8  -ELEVATOR",NA,54.93,"Rent"
"909","224 EAST 70 STREET , New York",-73.9603,40.76766,"Rent","C4  -WALK-UP",NA,56.32,"Rent"
"910","224 WEST 122 STREET , New York",-73.951064,40.807341,"Rent","C4  -WALK-UP",NA,16.65,"Rent"
"911","224 WEST 141 STREET , New York",-73.942664,40.8196554,"Rent","C1  -WALK-UP",NA,21.15,"Rent"
"912","224 WEST 16 STREET , New York",-74.0001163,40.7402233,"Rent","C4  -WALK-UP",NA,42.58,"Rent"
"913","225 8 AVENUE , New York",-73.9995507,40.7443483,"Rent","R9  -CONDOPS",NA,50.44,"Rent"
"914","225 CENTRAL PARK NORTH , New York",-73.9566559,40.8002215,"Rent","D1  -ELEVATOR",NA,27.04,"Rent"
"915","225 EAST 10 STREET , New York",-73.9853445,40.7293735,"Rent","D9  -ELEVATOR",NA,54.44,"Rent"
"916","225 EAST 111 STREET , New York",-73.9411187,40.7944677,"Rent","R4  -ELEVATOR",NA,42.49,"Rent"
"917","225 EAST 34 STREET , New York",-73.9769412,40.7455379,"Rent","R4  -ELEVATOR",NA,53.91,"Rent"
"918","225 EAST 46 STREET , New York",-73.9712947,40.7530103,"Rent","R4  -ELEVATOR",NA,43.41,"Rent"
"919","225 EAST 57 STREET , New York",-73.9664505,40.7600594,"Rent","R9  -CONDOPS",NA,48.67,"Rent"
"920","225 EAST 86 STREET , New York",-73.9527091,40.7785458,"Rent","R4  -ELEVATOR",NA,44.69,"Rent"
"921","225 RECTOR PLACE , New York",-74.0159658,40.7093458,"Rent","R4  -ELEVATOR",NA,52.57,"Rent"
"922","225 WEST 14 STREET , New York",-74.0007016,40.7392543,"Rent","D9  -ELEVATOR",NA,55.39,"Rent"
"923","225 WEST 60 STREET , New York",-73.9881474,40.7715975,"Rent","R4  -ELEVATOR",NA,50.58,"Rent"
"924","225 WEST 83 STREET , New York",-73.9772584,40.7863096,"Rent","R4  -ELEVATOR",NA,51.74,"Rent"
"925","225 WEST END AVENUE , New York",-73.985597,40.7787909,"Rent","D1  -ELEVATOR",NA,34.39,"Rent"
"926","2250 BROADWAY , New York",-73.9788248,40.7848694,"Rent","R4  -ELEVATOR",NA,39.75,"Rent"
"927","2253 ADAM C. POWELL BOULEVARD , New York",-73.9444821,40.813589,"Rent","C7  -WALK-UP",NA,37.37,"Rent"
"928","2257 ADAM C. POWELL BOULEVARD , New York",-73.9444091,40.8136591,"Rent","R4  -ELEVATOR",NA,25.73,"Rent"
"929","226 EAST 25 STREET , New York",-73.9810975,40.7394455,"Rent","D5  -ELEVATOR",NA,54.41,"Rent"
"930","226 EAST 52 STREET , New York",-73.9688497,40.7564353,"Rent","R4  -ELEVATOR",NA,57.04,"Rent"
"931","226 EAST 70 STREET , New York",-73.9601827,40.7676379,"Rent","D1  -ELEVATOR",NA,50.7588888888889,"Rent"
"932","226 EAST 74 STREET , New York",-73.9586215,40.7704253,"Rent","D9  -ELEVATOR",NA,50.7528571428571,"Rent"
"933","226 WEST 114 STREET , New York",-73.955162,40.802366,"Rent","C1  -WALK-UP",NA,34.4,"Rent"
"934","226 WEST 78 STREET , New York",-73.9799267,40.7826343,"Rent","D1  -ELEVATOR",NA,43.935,"Rent"
"935","227 EAST 111 STREET , New York",-73.9409878,40.794376,"Rent","R4  -ELEVATOR",NA,36.22,"Rent"
"936","227 EAST 44 STREET , New York",-73.972084,40.75172,"Rent","RR  -CONRENT",NA,41.68,"Rent"
"937","227 EAST 5 STREET , New York",-73.9898209,40.7273251,"Rent","C4  -WALK-UP",NA,48.87,"Rent"
"938","227 EAST 89 STREET , New York",-73.9509758,40.7802742,"Rent","C4  -WALK-UP",NA,54.74,"Rent"
"939","227 RIVERSIDE DRIVE , New York",-73.9757256,40.7952865,"Rent","D3  -ELEVATOR",NA,40.01,"Rent"
"940","227 WEST 105 STREET , New York",-73.967236,40.800449,"Rent","D1  -ELEVATOR",NA,32,"Rent"
"941","227 WEST 109 STREET , New York",-73.965489,40.803122,"Rent","D3  -ELEVATOR",NA,32.9833333333333,"Rent"
"942","227 WEST 116 STREET , New York",-73.9538369,40.80409,"Rent","R4  -ELEVATOR",NA,34.91,"Rent"
"943","2279 3 AVENUE , New York",-73.936051,40.8027536,"Rent","R4  -ELEVATOR",NA,27.11,"Rent"
"944","228 EAST 81 STREET , New York",-73.9551546,40.774851,"Rent","D1  -ELEVATOR",NA,39.37,"Rent"
"945","228 WEST 71 STREET , New York",-73.983485,40.7783368,"Rent","D3  -ELEVATOR",NA,47.2,"Rent"
"946","2280 BROADWAY , New York",-73.9782163,40.7857877,"Rent","R9  -CONDOPS",NA,42.34,"Rent"
"947","2280 FREDERICK DOUGLASS BLVD , New York",-73.9520559,40.8083717,"Rent","R4  -ELEVATOR",NA,31.98,"Rent"
"948","229 EAST 10 STREET , New York",-73.9852756,40.7292672,"Rent","C1  -WALK-UP",NA,46.36,"Rent"
"949","229 EAST 13 STREET , New York",-73.9865153,40.7323002,"Rent","D3  -ELEVATOR",NA,54.3333333333333,"Rent"
"950","229 EAST 2 STREET , New York",-73.9824749,40.7214559,"Rent","R4  -ELEVATOR",NA,35.24,"Rent"
"951","229 EAST 80 STREET , New York",-73.9554071,40.7745976,"Rent","D1  -ELEVATOR",NA,42.565,"Rent"
"952","229 EAST 89 STREET , New York",-73.950884,40.7802611,"Rent","C4  -WALK-UP",NA,53.29,"Rent"
"953","229 MULBERRY STREET , New York",-73.996297,40.722586,"Rent","D9  -ELEVATOR",NA,28.19,"Rent"
"954","229 WEST 26 STREET , New York",-73.9955598,40.7467476,"Rent","D9  -ELEVATOR",NA,48.0528571428571,"Rent"
"955","229 WEST 60 STREET , New York",-73.9886502,40.7719132,"Rent","D6  -ELEVATOR",NA,59.105,"Rent"
"956","229 WEST 97 STREET , New York",-73.9707352,40.795205,"Rent","R9  -CONDOPS",NA,33.13,"Rent"
"957","2292 FREDERICK DOUGLASS BLVD. , New York",-73.9517106,40.8089156,"Rent","R4  -ELEVATOR",NA,27.3,"Rent"
"958","2293 3 AVENUE , New York",-73.9356589,40.8033262,"Rent","RR  -CONRENT",NA,32.09,"Rent"
"959","23 5 AVENUE , New York",-73.9956523,40.7330259,"Rent","R4  -ELEVATOR",NA,45.165,"Rent"
"960","23 EAST 124 STREET , New York",-73.941354,40.8054134,"Rent","D1  -ELEVATOR",NA,31.0183333333333,"Rent"
"961","23 EAST 128 STREET , New York",-73.939516,40.808058,"Rent","R4  -ELEVATOR",NA,23.56,"Rent"
"962","23 EAST 22 STREET , New York",-73.9881681,40.7402947,"Rent","R4  -ELEVATOR",NA,42.9,"Rent"
"963","23 EAST 74 STREET , New York",-73.9647171,40.7734427,"Rent","R9  -CONDOPS",NA,44.91,"Rent"
"964","23 GROVE STREET , New York",-74.0052121,40.7327222,"Rent","D3  -ELEVATOR",NA,40.1,"Rent"
"965","23 PECK SLIP , New York",-74.0013884,40.7083037,"Rent","D7  -ELEVATOR",NA,53.23,"Rent"
"966","23 WEST 116 STREET , New York",-73.9474919,40.8013012,"Rent","RR  -CONRENT",NA,41.78,"Rent"
"967","23 WEST 129 STREET , New York",-73.9415274,40.8096347,"Rent","C7  -WALK-UP",NA,30.46,"Rent"
"968","23 WEST 75 STREET , New York",-73.9756223,40.7788501,"Rent","D1  -ELEVATOR",NA,41.91,"Rent"
"969","230 EAST 52 STREET , New York",-73.9687464,40.756411,"Rent","R4  -ELEVATOR",NA,47.73,"Rent"
"970","230 RIVERSIDE DRIVE , New York",-73.9753123,40.7954592,"Rent","R4  -ELEVATOR",NA,40.53,"Rent"
"971","230 WEST 107 STREET , New York",-73.9668179,40.8015405,"Rent","D1  -ELEVATOR",NA,47.32,"Rent"
"972","230 WEST 140 STREET , New York",-73.9438121,40.8192792,"Rent","C1  -WALK-UP",NA,21.66,"Rent"
"973","230 WEST 55 STREET , New York",-73.9827276,40.7647479,"Rent","RR  -CONRENT",NA,51.09,"Rent"
"974","230 WEST 78 STREET , New York",-73.980223,40.782705,"Rent","R4  -ELEVATOR",NA,51.04,"Rent"
"975","2300 FREDERICK DOUGLASS BLVD. , New York",-73.9515405,40.8092807,"Rent","R4  -ELEVATOR",NA,27.81,"Rent"
"976","231 EAST 111 STREET , New York",-73.940869,40.794385,"Rent","C1  -WALK-UP",NA,28.56,"Rent"
"977","231 EAST 24 STREET , New York",-73.9810287,40.7391076,"Rent","C5  -WALK-UP",NA,40.63,"Rent"
"978","231 EAST 55 STREET , New York",-73.9670019,40.7585424,"Rent","R4  -ELEVATOR",NA,47.51,"Rent"
"979","231 EAST 76 STREET , New York",-73.9569454,40.7718265,"Rent","D3  -ELEVATOR",NA,46.29,"Rent"
"980","231 LEXINGTON AVENUE , New York",-73.9797201,40.7460824,"Rent","D1  -ELEVATOR",NA,49.3875,"Rent"
"981","231 WEST 25 STREET , New York",-73.9959959,40.7461726,"Rent","D1  -ELEVATOR",NA,42.765,"Rent"
"982","232 EAST 118 STREET , New York",-73.937888,40.7983883,"Rent","R4  -ELEVATOR",NA,35.3,"Rent"
"983","232 EAST 2 STREET , New York",-73.9821995,40.7216871,"Rent","C4  -WALK-UP",NA,31.31,"Rent"
"984","2322 ADAM C. POWELL BOULEVARD , New York",-73.9433988,40.8164064,"Rent","R4  -ELEVATOR",NA,26.7,"Rent"
"985","233 EAST 69 STREET , New York",-73.9601827,40.7672521,"Rent","R9  -CONDOPS",NA,48.5,"Rent"
"986","233 EAST 9 STREET , New York",-73.987709,40.7295353,"Rent","C1  -WALK-UP",NA,41.75,"Rent"
"987","233 WEST 115 STREET , New York",-73.9546495,40.8033576,"Rent","C4  -WALK-UP",NA,48.06,"Rent"
"988","2333 1 AVENUE , New York",-73.9339248,40.7983344,"Rent","C1  -WALK-UP",NA,25.86,"Rent"
"989","234 EAST 23 STREET , New York",-73.9819026,40.7380251,"Rent","R4  -ELEVATOR",NA,56.38,"Rent"
"990","234 EAST 50 STREET , New York",-73.9694622,40.7550711,"Rent","C1  -WALK-UP",NA,47.65,"Rent"
"991","234 EAST 88 STREET , New York",-73.951481,40.7791889,"Rent","C5  -WALK-UP",NA,57.04,"Rent"
"992","234 WEST 148 STREET , New York",-73.939702,40.8241865,"Rent","R4  -ELEVATOR",NA,26.03,"Rent"
"993","235 EAST 105 STREET , New York",-73.943684,40.790519,"Rent","D3  -ELEVATOR",NA,38.0605,"Rent"
"994","235 EAST 40 STREET , New York",-73.973637,40.7491571,"Rent","R4  -ELEVATOR",NA,50.54,"Rent"
