"","X.1","X","longitude","latitude","Type1","Type2","Type3","Value","Icon","Remark","Zipcode","crime","mean","area"
"160",160,160,-74.0002426,40.7248646,"Rent","R4  -ELEVATOR",NA,37.51,"Rent","116 WOOSTER STREET , New York",10012,700,49.2700310481868,"Greenwich Village and Soho"
"161",161,161,-73.9487257,40.7901749,"Rent","R4  -ELEVATOR",NA,32.95,"Rent","117 EAST 102 STREET , New York",10029,517,36.1083994996549,"East Harlem"
"162",162,162,-73.9826264,40.7436254,"Rent","R4  -ELEVATOR",NA,47.87,"Rent","117 EAST 29 STREET , New York",10016,671,50.4251235766046,"Gramercy Park and Murray Hill"
"163",163,163,-73.9698223,40.7614822,"Rent","R4  -ELEVATOR",NA,49.09,"Rent","117 EAST 57 STREET , New York",10022,808,47.5797090671885,"Gramercy Park and Murray Hill"
"164",164,164,-73.9991866,40.7327463,"Rent","C4  -WALK-UP",NA,44.69,"Rent","117 WAVERLY PLACE , New York",10011,754,49.1637557493983,"Chelsea and Clinton"
"165",165,165,-73.9474169,40.8070901,"Rent","R4  -ELEVATOR",NA,30.42,"Rent","117 WEST 123 STREET , New York",10027,771,32.1442658137882,"Central Harlem"
"166",166,166,-73.9961107,40.7398001,"Rent","R4  -ELEVATOR",NA,50.76,"Rent","117 WEST 17 STREET , New York",10011,807,49.1637557493983,"Chelsea and Clinton"
"167",167,167,-73.9773555,40.7654481,"Rent","D6  -ELEVATOR",NA,48.8266666666667,"Rent","117 WEST 58 STREET , New York",10019,514,50.6850948275862,"Chelsea and Clinton"
"168",168,168,-73.9577816,40.7616739,"Rent","R9  -CONDOPS",NA,42.345,"Rent","1175 YORK AVENUE , New York",10065,55,48.2884521323149,"Upper East Side"
"169",169,169,-73.9627804,40.7623647,"Rent","R4  -ELEVATOR",NA,50.46,"Rent","1178 2 AVENUE , New York",10065,337,48.2884521323149,"Upper East Side"
"170",170,170,-73.9540066,40.7827883,"Rent","D1  -ELEVATOR",NA,41.59,"Rent","118 EAST 91 STREET , New York",10128,464,45.9451660787772,"Upper East Side"
"171",171,171,-73.9529504,40.7997998,"Rent","R4  -ELEVATOR",NA,35.04,"Rent","118 WEST 112 STREET , New York",10026,564,32.749269820296,"Central Harlem"
"172",172,172,-73.9410567,40.8156875,"Rent","C4  -WALK-UP",NA,32.3,"Rent","118 WEST 137 STREET , New York",10030,606,28.0306259259259,"Central Harlem"
"173",173,173,-73.9852527,40.7400161,"Rent","R4  -ELEVATOR",NA,49.99,"Rent","119 EAST 23 STREET , New York",10010,706,50.4268402777778,"Gramercy Park and Murray Hill"
"174",174,174,-74.0069452,40.7100959,"Rent","R4  -ELEVATOR",NA,46.18,"Rent","119 FULTON STREET , New York",10038,472,48.2096049382716,"Lower Manhattan"
"175",175,175,-73.9258326,40.868442,"Rent","D1  -ELEVATOR",NA,27,"Rent","119 PAYSON AVENUE , New York",10034,322,24.86,"Inwood and Washington Heights"
"176",176,176,-73.9596657,40.76328,"Rent","D6  -ELEVATOR",NA,44.39,"Rent","1199 1 AVENUE , New York",10065,62,48.2884521323149,"Upper East Side"
"177",177,177,-74.0009771,40.7350851,"Rent","D1  -ELEVATOR",NA,46.476,"Rent","12 CHARLES STREET , New York",10014,810,47.3433044848964,"Greenwich Village and Soho"
"178",178,178,-74.002089,40.731936,"Rent","D1  -ELEVATOR",NA,47.41,"Rent","12 JONES STREET , New York",10014,798,47.3433044848964,"Greenwich Village and Soho"
"179",179,179,-73.9930044,40.7387849,"Rent","R4  -ELEVATOR",NA,58.62,"Rent","12 WEST 18 STREET , New York",10011,874,49.1637557493983,"Chelsea and Clinton"
"180",180,180,-73.996983,40.7330516,"Rent","R9  -CONDOPS",NA,44.32,"Rent","12 WEST 9 STREET , New York",10011,777,49.1637557493983,"Chelsea and Clinton"
"181",181,181,-74.0091652,40.7136692,"Rent","D5  -ELEVATOR",NA,42.99,"Rent","120 CHURCH STREET , New York",10007,428,46.8389393939394,"Lower Manhattan"
"182",182,182,-73.9563152,40.7795808,"Rent","R9  -CONDOPS",NA,43.45,"Rent","120 EAST 86 STREET , New York",10028,455,47.9785876358696,"Upper East Side"
"183",183,183,-73.9557811,40.7802076,"Rent","R4  -ELEVATOR",NA,56.38,"Rent","120 EAST 87 STREET , New York",10128,471,45.9451660787772,"Upper East Side"
"184",184,184,-73.9829341,40.7190882,"Rent","D1  -ELEVATOR",NA,44.99,"Rent","120 RIDGE STREET , New York",10002,709,46.1467041985792,"Lower East Side"
"186",186,186,-73.9857807,40.7190288,"Rent","C4  -WALK-UP",NA,44.47,"Rent","120 SUFFOLK STREET , New York",10002,761,46.1467041985792,"Lower East Side"
"187",187,187,-73.966943,40.795482,"Rent","D3  -ELEVATOR",NA,30.74,"Rent","120 WEST 100 STREET , New York",10025,608,35.2191121286121,"Upper West Side"
"188",188,188,-73.9407497,40.8164376,"Rent","D1  -ELEVATOR",NA,30.2616666666667,"Rent","120 WEST 138 STREET , New York",10037,595,30.4980555555556,"Central Harlem"
"189",189,189,-73.9973063,40.7382479,"Rent","RR  -CONRENT",NA,51.74,"Rent","120 WEST 15 STREET , New York",10011,754,49.1637557493983,"Chelsea and Clinton"
"190",190,190,-73.9959875,40.7402002,"Rent","R4  -ELEVATOR",NA,48.12,"Rent","120 WEST 18 STREET , New York",10011,794,49.1637557493983,"Chelsea and Clinton"
"191",191,191,-73.9949859,40.7419375,"Rent","D8  -ELEVATOR",NA,73.3,"Rent","120 WEST 21 STREET , New York",10011,725,49.1637557493983,"Chelsea and Clinton"
"192",192,192,-73.9776999,40.765169,"Rent","R4  -ELEVATOR",NA,42.74,"Rent","120 WEST 58 STREET , New York",10019,573,50.6850948275862,"Chelsea and Clinton"
"193",193,193,-73.9797431,40.7775161,"Rent","R4  -ELEVATOR",NA,52.15,"Rent","120 WEST 72 STREET , New York",10023,459,48.0819509939898,"Upper West Side"
"194",194,194,-73.9532361,40.7912448,"Rent","R4  -ELEVATOR",NA,53.21,"Rent","1200 5 AVENUE , New York",10029,238,36.1083994996549,"East Harlem"
"195",195,195,-73.934506,40.854098,"Rent","D1  -ELEVATOR",NA,20.24,"Rent","121 BENNETT AVENUE , New York",10033,495,23.9595238095238,"Inwood and Washington Heights"
"196",196,196,-73.9815796,40.7448989,"Rent","D3  -ELEVATOR",NA,47.76,"Rent","121 EAST 31 STREET , New York",10016,613,50.4251235766046,"Gramercy Park and Murray Hill"
"197",197,197,-73.9541443,40.7824993,"Rent","D9  -ELEVATOR",NA,44.57,"Rent","121 EAST 90 STREET , New York",10128,472,45.9451660787772,"Upper East Side"
"198",198,198,-73.9915775,40.7134097,"Rent","C1  -WALK-UP",NA,53.34,"Rent","121 HENRY STREET , New York",10002,461,46.1467041985792,"Lower East Side"
"199",199,199,-74.0094586,40.7161781,"Rent","D6  -ELEVATOR",NA,52.1557142857143,"Rent","121 READE STREET , New York",10013,277,43.9129747732426,"Greenwich Village and Soho"
"200",200,200,-73.9948482,40.7415705,"Rent","R4  -ELEVATOR",NA,51.69,"Rent","121 WEST 20 STREET , New York",10011,767,49.1637557493983,"Chelsea and Clinton"
"201",201,201,-73.9528853,40.791381,"Rent","R4  -ELEVATOR",NA,53.83,"Rent","1212 5 AVENUE , New York",10029,262,36.1083994996549,"East Harlem"
"202",202,202,-74.0069488,40.7158134,"Rent","D5  -ELEVATOR",NA,49.94,"Rent","122 DUANE STREET , New York",10007,504,46.8389393939394,"Lower Manhattan"
"203",203,203,-73.9888568,40.7329028,"Rent","D3  -ELEVATOR",NA,42.5976923076923,"Rent","122 EAST 13 STREET , New York",10003,872,47.6307854516211,"Lower East Side"
"204",204,204,-73.9953628,40.7193221,"Rent","R4  -ELEVATOR",NA,54.87,"Rent","122 ELIZABETH STREET , New York",10013,644,43.9129747732426,"Greenwich Village and Soho"
"205",205,205,-73.9621625,40.7639453,"Rent","R4  -ELEVATOR",NA,43.88,"Rent","1225 2 AVENUE , New York",10065,226,48.2884521323149,"Upper East Side"
"206",206,206,-73.9524912,40.7859283,"Rent","D3  -ELEVATOR",NA,45.42,"Rent","1225 PARK AVENUE , New York",10128,345,45.9451660787772,"Upper East Side"
"207",207,207,-73.9869399,40.7329493,"Rent","R4  -ELEVATOR",NA,54.17,"Rent","123 3 AVENUE , New York",10003,843,47.6307854516211,"Lower East Side"
"208",208,208,-74.0077485,40.7364117,"Rent","D5  -ELEVATOR",NA,59.32,"Rent","123 BANK STREET , New York",10014,432,47.3433044848964,"Greenwich Village and Soho"
"209",209,209,-73.9420096,40.7990813,"Rent","D3  -ELEVATOR",NA,28.3628571428571,"Rent","123 EAST 116 STREET , New York",10029,702,36.1083994996549,"East Harlem"
"210",210,210,-73.9574046,40.7779485,"Rent","D3  -ELEVATOR",NA,42.2,"Rent","123 EAST 83 STREET , New York",10028,396,47.9785876358696,"Upper East Side"
"211",211,211,-73.9650354,40.7986061,"Rent","RR  -CONRENT",NA,30.95,"Rent","123 WEST 104 STREET , New York",10025,605,35.2191121286121,"Upper West Side"
"212",212,212,-73.960619,40.7690696,"Rent","RR  -CONRENT",NA,71,"Rent","1231 3 AVENUE , New York",10021,209,48.7826667634533,"Upper East Side"
"213",213,213,-73.9524625,40.786184,"Rent","R4  -ELEVATOR",NA,43.63,"Rent","1235 PARK AVENUE , New York",10128,324,45.9451660787772,"Upper East Side"
"214",214,214,-73.956886,40.783029,"Rent","R9  -CONDOPS",NA,42.4,"Rent","1239 MADISON AVENUE , New York",10128,299,45.9451660787772,"Upper East Side"
"215",215,215,-74.0012761,40.7411257,"Rent","R4  -ELEVATOR",NA,48.26,"Rent","124 8 AVENUE , New York",10011,789,49.1637557493983,"Chelsea and Clinton"
"216",216,216,-73.9597006,40.7750345,"Rent","R4  -ELEVATOR",NA,45.13,"Rent","124 EAST 79 STREET , New York",10075,191,47.3576524390244,"Upper East Side"
"217",217,217,-73.9937004,40.7439169,"Rent","R4  -ELEVATOR",NA,52.61,"Rent","124 WEST 24 STREET , New York",10011,731,49.1637557493983,"Chelsea and Clinton"
"218",218,218,-73.9699402,40.7911477,"Rent","R4  -ELEVATOR",NA,46.94,"Rent","124 WEST 93 STREET , New York",10025,503,35.2191121286121,"Upper West Side"
"219",219,219,-73.9532789,40.798742,"Rent","R4  -ELEVATOR",NA,34.96,"Rent","125 CENTRAL PARK NORTH , New York",10026,455,32.749269820296,"Central Harlem"
"220",220,220,-73.9410567,40.8003819,"Rent","D9  -ELEVATOR",NA,30.4566666666667,"Rent","125 EAST 118 STREET , New York",10035,723,30.6497682379349,"East Harlem"
"221",221,221,-73.988719,40.7324199,"Rent","R4  -ELEVATOR",NA,51.76,"Rent","125 EAST 12 STREET , New York",10003,870,47.6307854516211,"Lower East Side"
"222",222,222,-73.9875712,40.7256159,"Rent","R9  -CONDOPS",NA,45.74,"Rent","125 EAST 4 STREET , New York",10003,765,47.6307854516211,"Lower East Side"
"223",223,223,-73.9946875,40.7421847,"Rent","R4  -ELEVATOR",NA,57.01,"Rent","125 WEST 21 STREET , New York",10011,758,49.1637557493983,"Chelsea and Clinton"
"224",224,224,-73.990279,40.74863,"Rent","RR  -CONRENT",NA,59.74,"Rent","125 WEST 31 STREET , New York",10001,1452,49.5536451719577,"Chelsea and Clinton"
"225",225,225,-73.975177,40.784671,"Rent","R4  -ELEVATOR",NA,39.72,"Rent","125 WEST 82 STREET , New York",10024,372,43.5819368711326,"Upper West Side"
"226",226,226,-74.001528,40.7330011,"Rent","D1  -ELEVATOR",NA,45.0525,"Rent","125 WEST WASHINGTON PLACE , New York",10014,743,47.3433044848964,"Greenwich Village and Soho"
"227",227,227,-73.9502988,40.7950776,"Rent","R4  -ELEVATOR",NA,31.09,"Rent","1255 5 AVENUE , New York",10029,541,36.1083994996549,"East Harlem"
"228",228,228,-73.9945099,40.7425969,"Rent","R4  -ELEVATOR",NA,38.87,"Rent","126 WEST 22 STREET , New York",10011,758,49.1637557493983,"Chelsea and Clinton"
"229",229,229,-73.9884276,40.7480852,"Rent","D6  -ELEVATOR",NA,56.2,"Rent","1265 BROADWAY , New York",10001,1316,49.5536451719577,"Chelsea and Clinton"
"230",230,230,-73.9897102,40.7331655,"Rent","D5  -ELEVATOR",NA,65.49,"Rent","127 4 AVENUE , New York",10003,873,47.6307854516211,"Lower East Side"
"231",231,231,-74.0016348,40.7414147,"Rent","R9  -CONDOPS",NA,58.7,"Rent","127 8 AVENUE , New York",10011,791,49.1637557493983,"Chelsea and Clinton"
"232",232,232,-73.9415159,40.7996761,"Rent","D3  -ELEVATOR",NA,31.885,"Rent","127 EAST 117 STREET , New York",10035,721,30.6497682379349,"East Harlem"
"233",233,233,-73.9817403,40.7443234,"Rent","R4  -ELEVATOR",NA,57.21,"Rent","127 EAST 30 STREET , New York",10016,621,50.4251235766046,"Gramercy Park and Murray Hill"
"234",234,234,-73.9593037,40.7753949,"Rent","R4  -ELEVATOR",NA,39.34,"Rent","127 EAST 79 STREET , New York",10075,218,47.3576524390244,"Upper East Side"
"235",235,235,-73.9992302,40.7245038,"Rent","R4  -ELEVATOR",NA,35.19,"Rent","127 MERCER STREET , New York",10012,704,49.2700310481868,"Greenwich Village and Soho"
"236",236,236,-73.9806843,40.7890485,"Rent","D1  -ELEVATOR",NA,45.1,"Rent","127 RIVERSIDE DRIVE , New York",10024,176,43.5819368711326,"Upper West Side"
"237",237,237,-73.9396331,40.8188383,"Rent","D1  -ELEVATOR",NA,23.96,"Rent","127 WEST 141 STREET , New York",10030,558,28.0306259259259,"Central Harlem"
"238",238,238,-73.9720855,40.789207,"Rent","R4  -ELEVATOR",NA,41.35,"Rent","127 WEST 89 STREET , New York",10024,407,43.5819368711326,"Upper West Side"
"239",239,239,-73.9495293,40.7959774,"Rent","D1  -ELEVATOR",NA,31.5433333333333,"Rent","1274 5 AVENUE , New York",10029,587,36.1083994996549,"East Harlem"
"240",240,240,-73.956624,40.7788018,"Rent","D1  -ELEVATOR",NA,49.982,"Rent","128 EAST 85 STREET , New York",10028,443,47.9785876358696,"Upper East Side"
"241",241,241,-73.949116,40.7961886,"Rent","R4  -ELEVATOR",NA,50.96,"Rent","1280 5 AVENUE , New York",10029,630,36.1083994996549,"East Harlem"
"242",242,242,-73.9877009,40.7491141,"Rent","D6  -ELEVATOR",NA,38,"Rent","1282 BROADWAY , New York",10001,1341,49.5536451719577,"Chelsea and Clinton"
"243",243,243,-73.9607731,40.7660345,"Rent","D6  -ELEVATOR",NA,46.6242105263158,"Rent","1283 2 AVENUE , New York",10065,113,48.2884521323149,"Upper East Side"
"244",244,244,-73.956951,40.765887,"Rent","RR  -CONRENT",NA,50.25,"Rent","1286 1 AVENUE , New York",10021,155,48.7826667634533,"Upper East Side"
"245",245,245,-73.9576478,40.7771228,"Rent","R9  -CONDOPS",NA,43.78,"Rent","129 EAST 82 STREET , New York",10028,372,47.9785876358696,"Upper East Side"
"246",246,246,-73.9454193,40.8104876,"Rent","C5  -WALK-UP",NA,34.985,"Rent","129 WEST 128 STREET , New York",10027,836,32.1442658137882,"Central Harlem"
"247",247,247,-73.9953761,40.7417805,"Rent","R4  -ELEVATOR",NA,42.95,"Rent","129 WEST 20 STREET , New York",10011,760,49.1637557493983,"Chelsea and Clinton"
"248",248,248,-74.00178,40.733161,"Rent","D3  -ELEVATOR",NA,42.84,"Rent","129 WEST WASHINGTON PLACE , New York",10014,719,47.3433044848964,"Greenwich Village and Soho"
"249",249,249,-73.955247,40.7804688,"Rent","D6  -ELEVATOR",NA,53.79,"Rent","1290 LEXINGTON AVENUE , New York",10128,468,45.9451660787772,"Upper East Side"
"250",250,250,-74.0029053,40.7076306,"Rent","R4  -ELEVATOR",NA,38.14,"Rent","130 BEEKMAN STREET , New York",10038,202,48.2096049382716,"Lower Manhattan"
"251",251,251,-73.9411715,40.8252437,"Rent","R9  -CONDOPS",NA,25.99,"Rent","130 BRADHURST AVENUE , New York",10039,597,29.8734090909091,"Central Harlem"
"252",252,252,-73.947813,40.79094,"Rent","D1  -ELEVATOR",NA,36.84,"Rent","130 EAST 104 STREET , New York",10029,555,36.1083994996549,"East Harlem"
"253",253,253,-73.9529045,40.7839043,"Rent","D1  -ELEVATOR",NA,45.58,"Rent","130 EAST 93 STREET , New York",10128,392,45.9451660787772,"Upper East Side"
"254",254,254,-73.985553,40.719521,"Rent","R2  -WALK-UP",NA,42.5,"Rent","130 SUFFOLK STREET , New York",10002,788,46.1467041985792,"Lower East Side"
"255",255,255,-73.9388524,40.8188042,"Rent","D1  -ELEVATOR",NA,28.91,"Rent","130 WEST 142 STREET , New York",10030,519,28.0306259259259,"Central Harlem"
"256",256,256,-73.9971666,40.7397568,"Rent","R9  -CONDOPS",NA,38.37,"Rent","130 WEST 17 STREET , New York",10011,742,49.1637557493983,"Chelsea and Clinton"
"257",257,257,-73.9961936,40.7409204,"Rent","R4  -ELEVATOR",NA,42.37,"Rent","130 WEST 19 STREET , New York",10011,795,49.1637557493983,"Chelsea and Clinton"
"258",258,258,-73.9956975,40.7414787,"Rent","R4  -ELEVATOR",NA,49.71,"Rent","130 WEST 20 STREET , New York",10011,779,49.1637557493983,"Chelsea and Clinton"
"259",259,259,-73.9768964,40.782281,"Rent","R4  -ELEVATOR",NA,55.56,"Rent","130 WEST 79 STREET , New York",10024,367,43.5819368711326,"Upper West Side"
"260",260,260,-73.9536201,40.7988933,"Rent","D7  -ELEVATOR",NA,31.5475,"Rent","131 CENTRAL PARK NORTH , New York",10026,460,32.749269820296,"Central Harlem"
"261",261,261,-74.001528,40.7266686,"Rent","R9  -CONDOPS",NA,52.08,"Rent","131 THOMPSON STREET , New York",10012,666,49.2700310481868,"Greenwich Village and Soho"
"262",262,262,-73.9971478,40.7394272,"Rent","R4  -ELEVATOR",NA,45.63,"Rent","131 WEST 16 STREET , New York",10011,721,49.1637557493983,"Chelsea and Clinton"
"263",263,263,-74.0076797,40.7346839,"Rent","R4  -ELEVATOR",NA,50.78,"Rent","132 PERRY STREET , New York",10014,393,47.3433044848964,"Greenwich Village and Soho"
"264",264,264,-73.9537311,40.8001807,"Rent","D1  -ELEVATOR",NA,35.2125,"Rent","132 WEST 112 STREET , New York",10026,594,32.749269820296,"Central Harlem"
"265",265,265,-73.9947651,40.7426874,"Rent","R4  -ELEVATOR",NA,41.69,"Rent","132 WEST 22 STREET , New York",10011,742,49.1637557493983,"Chelsea and Clinton"
"266",266,266,-73.9587704,40.7676802,"Rent","R9  -CONDOPS",NA,46.19,"Rent","1328 2 AVENUE , New York",10021,218,48.7826667634533,"Upper East Side"
"267",267,267,-73.9594433,40.7677359,"Rent","R9  -CONDOPS",NA,40.99,"Rent","1329 2 AVENUE , New York",10021,208,48.7826667634533,"Upper East Side"
"268",268,268,-73.9650923,40.7657118,"Rent","R4  -ELEVATOR",NA,54.76,"Rent","132A EAST 65 STREET , New York",10065,258,48.2884521323149,"Upper East Side"
"269",269,269,-73.9878467,40.7288212,"Rent","R4  -ELEVATOR",NA,57.75,"Rent","133 2 AVENUE , New York",10003,733,47.6307854516211,"Lower East Side"
"270",270,270,-74.007823,40.734387,"Rent","D5  -ELEVATOR",NA,48.27,"Rent","133 CHARLES STREET , New York",10014,387,47.3433044848964,"Greenwich Village and Soho"
"271",271,271,-73.9865153,40.7357749,"Rent","D8  -ELEVATOR",NA,50.962,"Rent","133 EAST 17 STREET , New York",10003,848,47.6307854516211,"Lower East Side"
"272",272,272,-73.9876172,40.7202548,"Rent","R4  -ELEVATOR",NA,53.25,"Rent","133 ESSEX STREET , New York",10002,825,46.1467041985792,"Lower East Side"
"273",273,273,-73.9979241,40.7186467,"Rent","R4  -ELEVATOR",NA,38.14,"Rent","133 MULBERRY STREET , New York",10013,777,43.9129747732426,"Greenwich Village and Soho"
"274",274,274,-73.9868481,40.7199623,"Rent","R2  -WALK-UP",NA,59.33,"Rent","133 NORFOLK STREET , New York",10002,818,46.1467041985792,"Lower East Side"
"275",275,275,-73.9652108,40.798767,"Rent","D1  -ELEVATOR",NA,23.8566666666667,"Rent","133 WEST 104 STREET , New York",10025,615,35.2191121286121,"Upper West Side"
"276",276,276,-73.999521,40.7361441,"Rent","R4  -ELEVATOR",NA,59.89,"Rent","133 WEST 11 STREET , New York",10011,787,49.1637557493983,"Chelsea and Clinton"
"277",277,277,-73.9947104,40.7430565,"Rent","R4  -ELEVATOR",NA,54.69,"Rent","133 WEST 22 STREET , New York",10011,742,49.1637557493983,"Chelsea and Clinton"
"278",278,278,-73.9791691,40.7795371,"Rent","C5  -WALK-UP",NA,42.28,"Rent","133 WEST 74 STREET , New York",10023,444,48.0819509939898,"Upper West Side"
"279",279,279,-73.9526021,40.7839082,"Rent","R4  -ELEVATOR",NA,44.69,"Rent","134 EAST 93 STREET , New York",10128,382,45.9451660787772,"Upper East Side"
"280",280,280,-73.9781131,40.7653821,"Rent","D7  -ELEVATOR",NA,47.398,"Rent","134 WEST 58 STREET , New York",10019,614,50.6850948275862,"Chelsea and Clinton"
"281",281,281,-73.9702846,40.7912931,"Rent","R4  -ELEVATOR",NA,42.07,"Rent","134 WEST 93 STREET , New York",10025,518,35.2191121286121,"Upper West Side"
"282",282,282,-73.956153,40.768179,"Rent","D6  -ELEVATOR",NA,33.56,"Rent","1347 1 AVENUE , New York",10021,225,48.7826667634533,"Upper East Side"
"283",283,283,-73.9866098,40.7336502,"Rent","D6  -ELEVATOR",NA,48.34,"Rent","135 3 AVENUE , New York",10003,900,47.6307854516211,"Lower East Side"
"284",284,284,-73.9754271,40.777366,"Rent","D3  -ELEVATOR",NA,51.0675,"Rent","135 CENTRAL PARK WEST , New York",10023,200,48.0819509939898,"Upper West Side"
"285",285,285,-73.9911523,40.7143842,"Rent","R4  -ELEVATOR",NA,46.71,"Rent","135 DIVISION STREET , New York",10002,529,46.1467041985792,"Lower East Side"
"286",286,286,-73.970743,40.7592574,"Rent","R4  -ELEVATOR",NA,48.3,"Rent","135 EAST 54 STREET , New York",10022,836,47.5797090671885,"Gramercy Park and Murray Hill"
"287",287,287,-73.9812582,40.7624909,"Rent","R4  -ELEVATOR",NA,49.58,"Rent","135 WEST 52 STREET , New York",10019,921,50.6850948275862,"Chelsea and Clinton"
"288",288,288,-73.9777458,40.7657157,"Rent","R9  -CONDOPS",NA,35.93,"Rent","135 WEST 58 STREET , New York",10019,572,50.6850948275862,"Chelsea and Clinton"
"289",289,289,-73.9810287,40.7768499,"Rent","R4  -ELEVATOR",NA,42.34,"Rent","135 WEST 70 STREET , New York",10023,470,48.0819509939898,"Upper West Side"
"290",290,290,-74.0067062,40.7094264,"Rent","D7  -ELEVATOR",NA,42.476,"Rent","135 WILLIAM STREET , New York",10038,476,48.2096049382716,"Lower Manhattan"
"291",291,291,-73.9540984,40.7819094,"Rent","R4  -ELEVATOR",NA,45.17,"Rent","1354 LEXINGTON AVENUE , New York",10128,466,45.9451660787772,"Upper East Side"
"292",292,292,-73.9559582,40.7683489,"Rent","R4  -ELEVATOR",NA,49.8,"Rent","1355 1 AVENUE , New York",10021,225,48.7826667634533,"Upper East Side"
