"","X.1","X","longitude","latitude","Type1","Type2","Type3","Value","Icon","Remark","Zipcode","crime","mean","area"
"494",494,494,-74.0094012,40.7358738,"Rent","R4  -ELEVATOR",NA,48.69,"Rent","164 BANK STREET , New York",10014,269,47.3433044848964,"Greenwich Village and Soho"
"495",495,495,-73.9645908,40.8006339,"Rent","C4  -WALK-UP",NA,33.81,"Rent","164 EAST 107 STREET , New York",10025,545,35.2191121286121,"Upper West Side"
"496",496,496,-74.0074034,40.7058765,"Rent","R4  -ELEVATOR",NA,58.7,"Rent","164 PEARL STREET , New York",10005,279,51.42875,"Lower Manhattan"
"497",497,497,-73.940297,40.818575,"Rent","D9  -ELEVATOR",NA,33.754,"Rent","164 WEST 141 STREET , New York",10030,615,28.0306259259259,"Central Harlem"
"498",498,498,-73.9759666,40.7853024,"Rent","R2  -WALK-UP",NA,44.77,"Rent","164 WEST 83 STREET , New York",10024,373,43.5819368711326,"Upper West Side"
"499",499,499,-74.0103962,40.7162092,"Rent","R4  -ELEVATOR",NA,56.33,"Rent","165 CHAMBERS STREET , New York",10013,283,43.9129747732426,"Greenwich Village and Soho"
"500",500,500,-73.9463378,40.7907606,"Rent","R2  -WALK-UP",NA,27.59,"Rent","165 EAST 104 STREET , New York",10029,689,36.1083994996549,"East Harlem"
"501",501,501,-73.9484961,40.7876739,"Rent","C1  -WALK-UP",NA,23.07,"Rent","165 EAST 99 STREET , New York",10029,535,36.1083994996549,"East Harlem"
"502",502,502,-73.9892603,40.7136391,"Rent","R4  -ELEVATOR",NA,41.3,"Rent","165 HENRY STREET , New York",10002,440,46.1467041985792,"Lower East Side"
"503",503,503,-73.9609404,40.7998565,"Rent","D1  -ELEVATOR",NA,51.57,"Rent","165 MANHATTAN AVENUE , New York",10025,365,35.2191121286121,"Upper West Side"
"504",504,504,-73.9936086,40.7459112,"Rent","D5  -ELEVATOR",NA,33.79,"Rent","165 WEST 26 STREET , New York",10001,715,49.5536451719577,"Chelsea and Clinton"
"505",505,505,-73.9755419,40.785541,"Rent","D3  -ELEVATOR",NA,44.0433333333333,"Rent","165 WEST 83 STREET , New York",10024,392,43.5819368711326,"Upper West Side"
"506",506,506,-73.9720855,40.7905642,"Rent","R4  -ELEVATOR",NA,30.17,"Rent","165 WEST 91 STREET , New York",10024,518,43.5819368711326,"Upper West Side"
"507",507,507,-73.9868018,40.7772928,"Rent","R9  -CONDOPS",NA,37.34,"Rent","165 WEST END AVENUE , New York",10023,310,48.0819509939898,"Upper West Side"
"508",508,508,-73.946139,40.776722,"Rent","D3  -ELEVATOR",NA,44.05,"Rent","1658 YORK AVENUE , New York",10128,277,45.9451660787772,"Upper East Side"
"509",509,509,-74.0093782,40.7167364,"Rent","R4  -ELEVATOR",NA,43.98,"Rent","166 DUANE STREET , New York",10013,334,43.9129747732426,"Greenwich Village and Soho"
"510",510,510,-73.939801,40.800131,"Rent","D9  -ELEVATOR",NA,29.5488888888889,"Rent","166 EAST 119 STREET , New York",10035,717,30.6497682379349,"East Harlem"
"511",511,511,-73.9651703,40.7640866,"Rent","R4  -ELEVATOR",NA,52.87,"Rent","166 EAST 63 STREET , New York",10065,332,48.2884521323149,"Upper East Side"
"512",512,512,-73.9563485,40.7766796,"Rent","R4  -ELEVATOR",NA,38.93,"Rent","167 EAST 82 STREET , New York",10028,419,47.9785876358696,"Upper East Side"
"513",513,513,-73.9527208,40.7819111,"Rent","D1  -ELEVATOR",NA,49.26,"Rent","167 EAST 90 STREET , New York",10128,534,45.9451660787772,"Upper East Side"
"514",514,514,-73.9484617,40.7875823,"Rent","C1  -WALK-UP",NA,19.82,"Rent","167 EAST 99 STREET , New York",10029,502,36.1083994996549,"East Harlem"
"515",515,515,-73.9471254,40.7972814,"Rent","D1  -ELEVATOR",NA,30.06,"Rent","1680 MADISON AVENUE , New York",10029,815,36.1083994996549,"East Harlem"
"516",516,516,-74.0041158,40.7261224,"Rent","C4  -WALK-UP",NA,41.52,"Rent","169 AVENUE OF THE AMERICAS , New York",10013,466,43.9129747732426,"Greenwich Village and Soho"
"517",517,517,-73.9473021,40.7895095,"Rent","R2  -WALK-UP",NA,23.07,"Rent","169 EAST 102 STREET , New York",10029,545,36.1083994996549,"East Harlem"
"518",518,518,-73.9521009,40.7823821,"Rent","D1  -ELEVATOR",NA,45.602,"Rent","169 EAST 91 STREET , New York",10128,527,45.9451660787772,"Upper East Side"
"519",519,519,-74.0083912,40.7223702,"Rent","R4  -ELEVATOR",NA,48.81,"Rent","169 HUDSON STREET , New York",10013,261,43.9129747732426,"Greenwich Village and Soho"
"520",520,520,-73.970223,40.793531,"Rent","R4  -ELEVATOR",NA,43.29,"Rent","169 WEST 95 STREET , New York",10025,616,35.2191121286121,"Upper West Side"
"521",521,521,-73.9534825,40.7808926,"Rent","D3  -ELEVATOR",NA,48.172,"Rent","16O EAST 89 STREET , New York",10128,510,45.9451660787772,"Upper East Side"
"522",522,522,-73.9941277,40.7266389,"Rent","R4  -ELEVATOR",NA,46.49,"Rent","17 BOND STREET , New York",10012,735,49.2700310481868,"Greenwich Village and Soho"
"523",523,523,-73.9904637,40.7409292,"Rent","R4  -ELEVATOR",NA,45.09,"Rent","170 5 AVENUE , New York",10010,707,50.4268402777778,"Gramercy Park and Murray Hill"
"524",524,524,-73.9466592,40.7904978,"Rent","C4  -WALK-UP",NA,29.62,"Rent","170 EAST 104 STREET , New York",10029,580,36.1083994996549,"East Harlem"
"525",525,525,-73.9843344,40.7230521,"Rent","C4  -WALK-UP",NA,49.0666666666667,"Rent","170 EAST 3 STREET , New York",10009,727,46.233633015873,"Lower East Side"
"526",526,526,-73.9591955,40.7731496,"Rent","R4  -ELEVATOR",NA,48.49,"Rent","170 EAST 77 STREET , New York",10075,220,47.3576524390244,"Upper East Side"
"527",527,527,-73.9586215,40.7737431,"Rent","R9  -CONDOPS",NA,43.06,"Rent","170 EAST 78 STREET , New York",10075,214,47.3576524390244,"Upper East Side"
"528",528,528,-73.9538479,40.779489,"Rent","R4  -ELEVATOR",NA,55.73,"Rent","170 EAST 87 STREET , New York",10128,539,45.9451660787772,"Upper East Side"
"529",529,529,-73.9443896,40.7760661,"Rent","R4  -ELEVATOR",NA,53.75,"Rent","170 EAST END AVENUE , New York",10128,186,45.9451660787772,"Upper East Side"
"530",530,530,-74.0042523,40.7059326,"Rent","R4  -ELEVATOR",NA,45.61,"Rent","170 JOHN STREET , New York",10038,174,48.2096049382716,"Lower Manhattan"
"531",531,531,-73.9845455,40.7767614,"Rent","R9  -CONDOPS",NA,40.54,"Rent","170 WEST END AVENUE , New York",10023,423,48.0819509939898,"Upper West Side"
"532",532,532,-73.9472103,40.7894964,"Rent","C4  -WALK-UP",NA,20.67,"Rent","171 EAST 102 STREET , New York",10029,545,36.1083994996549,"East Harlem"
"533",533,533,-73.9848739,40.7224046,"Rent","C1  -WALK-UP",NA,47.8366666666667,"Rent","171 EAST 2 STREET , New York",10009,743,46.233633015873,"Lower East Side"
"534",534,534,-73.9553043,40.7778496,"Rent","R4  -ELEVATOR",NA,53.79,"Rent","171 EAST 84 STREET , New York",10028,487,47.9785876358696,"Upper East Side"
"535",535,535,-73.9810057,40.744142,"Rent","D3  -ELEVATOR",NA,48.51,"Rent","171 LEXINGTON AVENUE , New York",10016,605,50.4251235766046,"Gramercy Park and Murray Hill"
"536",536,536,-73.9644761,40.8010919,"Rent","RR  -CONRENT",NA,17.36,"Rent","171 WEST 107 STREET , New York",10025,537,35.2191121286121,"Upper West Side"
"537",537,537,-73.9449082,40.8129093,"Rent","R4  -ELEVATOR",NA,32.99,"Rent","171 WEST 131 STREET , New York",10027,600,32.1442658137882,"Central Harlem"
"538",538,538,-73.979561,40.7655712,"Rent","R4  -ELEVATOR",NA,51.99,"Rent","171 WEST 57 STREET , New York",10019,638,50.6850948275862,"Chelsea and Clinton"
"539",539,539,-73.9818219,40.725093,"Rent","D1  -ELEVATOR",NA,42.076,"Rent","172 EAST 7 STREET , New York",10009,504,46.233633015873,"Lower East Side"
"540",540,540,-73.9780645,40.7828454,"Rent","R4  -ELEVATOR",NA,40.48,"Rent","172 WEST 79 STREET , New York",10024,378,43.5819368711326,"Upper West Side"
"541",541,541,-73.9498278,40.7800337,"Rent","R4  -ELEVATOR",NA,49.39,"Rent","1724 2 AVENUE , New York",10128,596,45.9451660787772,"Upper East Side"
"542",542,542,-74.000496,40.729127,"Rent","R9  -CONDOPS",NA,34.03,"Rent","173 BLEECKER STREET , New York",10012,695,49.2700310481868,"Greenwich Village and Soho"
"543",543,543,-73.9478073,40.7889258,"Rent","C1  -WALK-UP",NA,27.58,"Rent","173 EAST 101 STREET , New York",10029,557,36.1083994996549,"East Harlem"
"544",544,544,-73.9471185,40.7894834,"Rent","R2  -WALK-UP",NA,23.7,"Rent","173 EAST 102 STREET , New York",10029,544,36.1083994996549,"East Harlem"
"545",545,545,-73.9979872,40.7193559,"Rent","R4  -ELEVATOR",NA,43.79,"Rent","173 GRAND STREET , New York",10013,828,43.9129747732426,"Greenwich Village and Soho"
"546",546,546,-73.9495982,40.7801939,"Rent","R4  -ELEVATOR",NA,48.07,"Rent","1730 2 AVENUE , New York",10128,537,45.9451660787772,"Upper East Side"
"547",547,547,-73.9420211,40.8160561,"Rent","C1  -WALK-UP",NA,27.64,"Rent","174 WEST 137 STREET , New York",10030,571,28.0306259259259,"Central Harlem"
"548",548,548,-73.9856659,40.7171009,"Rent","RR  -CONRENT",NA,41.69,"Rent","175 DELANCEY STREET , New York",10002,703,46.1467041985792,"Lower East Side"
"549",549,549,-73.9846328,40.7223414,"Rent","R4  -ELEVATOR",NA,42.31,"Rent","175 EAST 2 STREET , New York",10009,743,46.233633015873,"Lower East Side"
"550",550,550,-73.9237429,40.868818,"Rent","R4  -ELEVATOR",NA,26.34,"Rent","175 PAYSON AVENUE , New York",10034,335,24.86,"Inwood and Washington Heights"
"551",551,551,-73.93794,40.853971,"Rent","C1  -WALK-UP",NA,23.69,"Rent","175 PINEHURST AVENUE , New York",10033,301,23.9595238095238,"Inwood and Washington Heights"
"552",552,552,-74.0001966,40.7373682,"Rent","R4  -ELEVATOR",NA,50.32,"Rent","175 WEST 12 STREET , New York",10011,730,49.1637557493983,"Chelsea and Clinton"
"553",553,553,-73.9726722,40.790321,"Rent","D6  -ELEVATOR",NA,32.54,"Rent","175 WEST 90 STREET , New York",10024,471,43.5819368711326,"Upper West Side"
"554",554,554,-73.9813914,40.765488,"Rent","D6  -ELEVATOR",NA,50.82,"Rent","1752 BROADWAY , New York",10019,696,50.6850948275862,"Chelsea and Clinton"
"555",555,555,-73.9749355,40.7874033,"Rent","R4  -ELEVATOR",NA,46.43,"Rent","176 WEST 86 STREET , New York",10024,397,43.5819368711326,"Upper West Side"
"556",556,556,-74.007444,40.718154,"Rent","D6  -ELEVATOR",NA,94.99,"Rent","176 WEST BROADWAY , New York",10013,359,43.9129747732426,"Greenwich Village and Soho"
"557",557,557,-73.9488635,40.7813622,"Rent","R4  -ELEVATOR",NA,47.05,"Rent","1760 2 AVENUE , New York",10128,484,45.9451660787772,"Upper East Side"
"558",558,558,-74.0099304,40.7176296,"Rent","R9  -CONDOPS",NA,48.72,"Rent","177 DUANE STREET , New York",10013,280,43.9129747732426,"Greenwich Village and Soho"
"559",559,559,-73.9593562,40.7719958,"Rent","D6  -ELEVATOR",NA,54.532,"Rent","177 EAST 75 STREET , New York",10021,223,48.7826667634533,"Upper East Side"
"560",560,560,-73.9586215,40.7733573,"Rent","R4  -ELEVATOR",NA,39.67,"Rent","177 EAST 77 STREET , New York",10075,228,47.3576524390244,"Upper East Side"
"561",561,561,-74.0002529,40.7279221,"Rent","R9  -CONDOPS",NA,47.36,"Rent","177 THOMPSON STREET , New York",10012,733,49.2700310481868,"Greenwich Village and Soho"
"562",562,562,-73.945111,40.800458,"Rent","D6  -ELEVATOR",NA,26.91,"Rent","1772 MADISON AVENUE , New York",10035,712,30.6497682379349,"East Harlem"
"563",563,563,-73.9484132,40.7819184,"Rent","R4  -ELEVATOR",NA,48.21,"Rent","1776 2 AVENUE , New York",10128,457,45.9451660787772,"Upper East Side"
"564",564,564,-73.9901423,40.7412697,"Rent","C7  -WALK-UP",NA,74.63,"Rent","178 5 AVENUE , New York",10010,724,50.4268402777778,"Gramercy Park and Murray Hill"
"565",565,565,-73.94031,40.7987449,"Rent","R4  -ELEVATOR",NA,30.08,"Rent","178 EAST 117 STREET , New York",10035,690,30.6497682379349,"East Harlem"
"566",566,566,-73.9439615,40.8009078,"Rent","R9  -CONDOPS",NA,26.91,"Rent","1787 MADISON AVENUE , New York",10035,712,30.6497682379349,"East Harlem"
"567",567,567,-73.9963938,40.7424491,"Rent","R4  -ELEVATOR",NA,49.84,"Rent","179 7 AVENUE , New York",10011,679,49.1637557493983,"Chelsea and Clinton"
"568",568,568,-73.9581967,40.7739816,"Rent","R4  -ELEVATOR",NA,47.76,"Rent","179 EAST 78 STREET , New York",10075,217,47.3576524390244,"Upper East Side"
"569",569,569,-73.9933889,40.714833,"Rent","R4  -ELEVATOR",NA,43.46,"Rent","18 ELDRIDGE STREET , New York",10002,547,46.1467041985792,"Lower East Side"
"570",570,570,-74.0094552,40.7078834,"Rent","R4  -ELEVATOR",NA,52.57,"Rent","18 PINE STREET , New York",10005,419,51.42875,"Lower Manhattan"
"571",571,571,-73.9603894,40.7997782,"Rent","D5  -ELEVATOR",NA,34.22,"Rent","18 WEST 108 STREET , New York",10025,378,35.2191121286121,"Upper West Side"
"572",572,572,-73.9416537,40.809219,"Rent","R4  -ELEVATOR",NA,58.01,"Rent","18 WEST 129 STREET , New York",10027,836,32.1442658137882,"Central Harlem"
"573",573,573,-74.0034332,40.7259926,"Rent","R4  -ELEVATOR",NA,90.97,"Rent","180 AVENUE OF THE AMERICAS , New York",10012,495,49.2700310481868,"Greenwich Village and Soho"
"574",574,574,-73.9481861,40.7886615,"Rent","C4  -WALK-UP",NA,24.89,"Rent","180 EAST 101 STREET , New York",10029,556,36.1083994996549,"East Harlem"
"576",576,576,-73.9555679,40.7998636,"Rent","R4  -ELEVATOR",NA,31.08,"Rent","1800 ADAM C. POWELL BOULEVARD , New York",10026,452,32.749269820296,"Central Harlem"
"577",577,577,-73.948542,40.782705,"Rent","R4  -ELEVATOR",NA,45.19,"Rent","1801 2 AVENUE , New York",10128,447,45.9451660787772,"Upper East Side"
"578",578,578,-73.96403,40.7655223,"Rent","R4  -ELEVATOR",NA,58.86,"Rent","181 EAST 65 STREET , New York",10065,194,48.2884521323149,"Upper East Side"
"579",579,579,-73.9522157,40.7816463,"Rent","R4  -ELEVATOR",NA,45.33,"Rent","181 EAST 90 STREET , New York",10128,552,45.9451660787772,"Upper East Side"
"580",580,580,-73.9474169,40.7881953,"Rent","R4  -ELEVATOR",NA,37.03,"Rent","1810 3 AVENUE , New York",10029,583,36.1083994996549,"East Harlem"
"581",581,581,-73.955462,40.80003,"Rent","D1  -ELEVATOR",NA,36.155,"Rent","1810 ADAM C POWELL BOULEVARD , New York",10026,512,32.749269820296,"Central Harlem"
"582",582,582,-73.9842571,40.7225913,"Rent","R2  -WALK-UP",NA,49.44,"Rent","182 EAST 2 STREET , New York",10009,721,46.233633015873,"Lower East Side"
"583",583,583,-73.9439269,40.8016581,"Rent","R9  -CONDOPS",NA,27.07,"Rent","1820 MADISON AVENUE , New York",10035,711,30.6497682379349,"East Harlem"
"584",584,584,-73.94435,40.828569,"Rent","D3  -ELEVATOR",NA,15.68,"Rent","1821 AMSTERDAM AVENUE , New York",10031,483,27.9216951219512,"Inwood and Washington Heights"
"585",585,585,-73.9434676,40.8014385,"Rent","R9  -CONDOPS",NA,26.16,"Rent","1825 MADISON AVENUE , New York",10035,694,30.6497682379349,"East Harlem"
"586",586,586,-73.943261,40.8017368,"Rent","C7  -WALK-UP",NA,26.75,"Rent","1829 MADISON AVENUE , New York",10035,689,30.6497682379349,"East Harlem"
"587",587,587,-74.0001966,40.7281789,"Rent","C1  -WALK-UP",NA,40.1966666666667,"Rent","183 THOMPSON STREET , New York",10012,725,49.2700310481868,"Greenwich Village and Soho"
"588",588,588,-73.947394,40.7833517,"Rent","R4  -ELEVATOR",NA,40.84,"Rent","1838 2 AVENUE , New York",10128,434,45.9451660787772,"Upper East Side"
"589",589,589,-73.9838753,40.7228324,"Rent","D9  -ELEVATOR",NA,43.6928571428571,"Rent","184 EAST 3 STREET , New York",10009,722,46.233633015873,"Lower East Side"
"590",590,590,-73.9908769,40.7216828,"Rent","D9  -ELEVATOR",NA,41.24,"Rent","184 FORSYTH STREET , New York",10002,908,46.1467041985792,"Lower East Side"
"591",591,591,-73.9996457,40.7281394,"Rent","R4  -ELEVATOR",NA,44.43,"Rent","184 THOMPSON STREET , New York",10012,747,49.2700310481868,"Greenwich Village and Soho"
"592",592,592,-73.9538459,40.8007562,"Rent","R4  -ELEVATOR",NA,28.75,"Rent","1845 ADAM C. POWELL BOULEVARD , New York",10026,633,32.749269820296,"Central Harlem"
"593",593,593,-73.9467628,40.7892374,"Rent","C7  -WALK-UP",NA,31.6,"Rent","1848 3 AVENUE , New York",10029,571,36.1083994996549,"East Harlem"
"594",594,594,-73.9481639,40.7842994,"Rent","D6  -ELEVATOR",NA,41.39,"Rent","1849 2 AVENUE , New York",10128,451,45.9451660787772,"Upper East Side"
"595",595,595,-73.9837955,40.723118,"Rent","D1  -ELEVATOR",NA,43.73,"Rent","185 EAST 3 STREET , New York",10009,720,46.233633015873,"Lower East Side"
"596",596,596,-73.9867626,40.7774436,"Rent","R9  -CONDOPS",NA,40.99,"Rent","185 WEST END AVENUE , New York",10023,296,48.0819509939898,"Upper West Side"
"597",597,597,-73.9546453,40.8010238,"Rent","D1  -ELEVATOR",NA,30.49,"Rent","1854 ADAM C POWELL BOULEVARD , New York",10026,642,32.749269820296,"Central Harlem"
"598",598,598,-73.9545117,40.8011401,"Rent","D1  -ELEVATOR",NA,32.1166666666667,"Rent","1858 ADAM C POWELL BOULEVARD , New York",10026,644,32.749269820296,"Central Harlem"
"599",599,599,-73.9899009,40.7414735,"Rent","R4  -ELEVATOR",NA,47.17,"Rent","186 5 AVENUE , New York",10010,717,50.4268402777778,"Gramercy Park and Murray Hill"
"600",600,600,-73.9841737,40.7225079,"Rent","R9  -CONDOPS",NA,47.26,"Rent","186 EAST 2 STREET , New York",10009,722,46.233633015873,"Lower East Side"
"601",601,601,-73.9776775,40.7835114,"Rent","R4  -ELEVATOR",NA,54.12,"Rent","186 WEST 80 STREET , New York",10024,369,43.5819368711326,"Upper West Side"
"602",602,602,-73.9472298,40.7845222,"Rent","RR  -CONRENT",NA,29.68,"Rent","1865 2 AVENUE , New York",10029,472,36.1083994996549,"East Harlem"
"603",603,603,-73.964821,40.764593,"Rent","R4  -ELEVATOR",NA,56.07,"Rent","188 EAST 64 STREET , New York",10065,300,48.2884521323149,"Upper East Side"
"604",604,604,-73.9619468,40.7684633,"Rent","R4  -ELEVATOR",NA,55.64,"Rent","188 EAST 70 STREET , New York",10021,179,48.7826667634533,"Upper East Side"
"605",605,605,-73.9592035,40.7724026,"Rent","R4  -ELEVATOR",NA,44.93,"Rent","188 EAST 76 STREET , New York",10021,223,48.7826667634533,"Upper East Side"
"606",606,606,-73.9583353,40.7736712,"Rent","R4  -ELEVATOR",NA,49.77,"Rent","188 EAST 78 STREET , New York",10075,227,47.3576524390244,"Upper East Side"
"607",607,607,-73.985507,40.721526,"Rent","C4  -WALK-UP",NA,52.42,"Rent","188 NORFOLK STREET , New York",10002,811,46.1467041985792,"Lower East Side"
"608",608,608,-73.9451897,40.7902887,"Rent","C7  -WALK-UP",NA,25.78,"Rent","1885 3 AVENUE , New York",10029,639,36.1083994996549,"East Harlem"
"609",609,609,-73.940654,40.799535,"Rent","R9  -CONDOPS",NA,40.88,"Rent","1885 LEXINGTON AVENUE , New York",10035,723,30.6497682379349,"East Harlem"
"610",610,610,-73.9769149,40.7269978,"Rent","R4  -ELEVATOR",NA,61.88,"Rent","189 AVENUE C , New York",10009,359,46.233633015873,"Lower East Side"
"611",611,611,-74.001206,40.7293393,"Rent","R9  -CONDOPS",NA,42.08,"Rent","189 BLEECKER STREET , New York",10012,688,49.2700310481868,"Greenwich Village and Soho"
"612",612,612,-73.9604812,40.8148281,"Rent","D1  -ELEVATOR",NA,27.54,"Rent","189 CLAREMONT AVENUE , New York",10027,296,32.1442658137882,"Central Harlem"
"613",613,613,-73.953641,40.8025645,"Rent","R4  -ELEVATOR",NA,25.67,"Rent","1890 ADAM C POWELL BOULEVARD , New York",10026,690,32.749269820296,"Central Harlem"
"614",614,614,-73.948675,40.795915,"Rent","D1  -ELEVATOR",NA,40.8725,"Rent","19 EAST 109 STREET , New York",10029,616,36.1083994996549,"East Harlem"
"615",615,615,-73.9886502,40.7300742,"Rent","C1  -WALK-UP",NA,42.91,"Rent","19 STUYVESANT STREET , New York",10003,728,47.6307854516211,"Lower East Side"
"616",616,616,-73.975136,40.779506,"Rent","C5  -WALK-UP",NA,49.76,"Rent","19 WEST 76 STREET , New York",10023,243,48.0819509939898,"Upper West Side"
"617",617,617,-73.9807876,40.7247014,"Rent","D1  -ELEVATOR",NA,41.365,"Rent","190 EAST 7 STREET , New York",10009,557,46.233633015873,"Lower East Side"
"618",618,618,-73.976626,40.792786,"Rent","R4  -ELEVATOR",NA,52.58,"Rent","190 RIVERSIDE DRIVE , New York",10024,364,43.5819368711326,"Upper West Side"
"619",619,619,-73.9813859,40.7715824,"Rent","R4  -ELEVATOR",NA,42.46,"Rent","1900 BROADWAY , New York",10023,353,48.0819509939898,"Upper West Side"
"620",620,620,-73.9405286,40.8004802,"Rent","D7  -ELEVATOR",NA,27.98,"Rent","1900 LEXINGTON AVENUE , New York",10035,720,30.6497682379349,"East Harlem"
"621",621,621,-73.9453045,40.7912884,"Rent","RR  -CONRENT",NA,28.56,"Rent","1908 3 AVENUE , New York",10029,698,36.1083994996549,"East Harlem"
"622",622,622,-73.959131,40.772754,"Rent","D5  -ELEVATOR",NA,49.798,"Rent","191 EAST 76 STREET , New York",10021,227,48.7826667634533,"Upper East Side"
"623",623,623,-73.9906792,40.7128815,"Rent","D1  -ELEVATOR",NA,31.17,"Rent","191 MADISON STREET , New York",10002,433,46.1467041985792,"Lower East Side"
"624",624,624,-73.9531111,40.8063582,"Rent","RR  -CONRENT",NA,28.86,"Rent","191 ST. NICHOLAS AVENUE , New York",10026,659,32.749269820296,"Central Harlem"
"625",625,625,-73.986102,40.7312764,"Rent","R9  -CONDOPS",NA,48.94,"Rent","193 2 AVENUE , New York",10003,712,47.6307854516211,"Lower East Side"
"626",626,626,-73.9424622,40.7859438,"Rent","D7  -ELEVATOR",NA,36.36,"Rent","1940 1 AVENUE , New York",10029,357,36.1083994996549,"East Harlem"
"627",627,627,-74.002538,40.7267732,"Rent","R2  -WALK-UP",NA,51.76,"Rent","195 PRINCE STREET , New York",10012,633,49.2700310481868,"Greenwich Village and Soho"
"628",628,628,-74.0036398,40.7343429,"Rent","C1  -WALK-UP",NA,46.79,"Rent","195 WEST 10 STREET , New York",10014,652,47.3433044848964,"Greenwich Village and Soho"
"629",629,629,-73.9356694,40.8093057,"Rent","RR  -CONRENT",NA,33.93,"Rent","1951 PARK AVENUE , New York",10037,391,30.4980555555556,"Central Harlem"
"630",630,630,-73.9830948,40.7199799,"Rent","R4  -ELEVATOR",NA,52.18,"Rent","196 STANTON STREET , New York",10002,785,46.1467041985792,"Lower East Side"
"631",631,631,-73.982594,40.774544,"Rent","R4  -ELEVATOR",NA,59.08,"Rent","1965 BROADWAY , New York",10023,448,48.0819509939898,"Upper West Side"
"632",632,632,-73.9933534,40.7210677,"Rent","R4  -ELEVATOR",NA,46,"Rent","199 BOWERY , New York",10002,763,46.1467041985792,"Lower East Side"
"633",633,633,-74.0027216,40.7268765,"Rent","R2  -WALK-UP",NA,43.5,"Rent","199 PRINCE STREET , New York",10012,545,49.2700310481868,"Greenwich Village and Soho"
"634",634,634,-73.9825668,40.7751972,"Rent","R4  -ELEVATOR",NA,54.71,"Rent","1991 BROADWAY , New York",10023,453,48.0819509939898,"Upper West Side"
"635",635,635,-73.9816591,40.7747833,"Rent","R4  -ELEVATOR",NA,53.14,"Rent","1992 BROADWAY , New York",10023,410,48.0819509939898,"Upper West Side"
"636",636,636,-73.987849,40.770777,"Rent","RR  -CONRENT",NA,48.1833333333333,"Rent","2 AMSTERDAM AVENUE , New York",10023,363,48.0819509939898,"Upper West Side"
"637",637,637,-73.943752,40.821503,"Rent","D3  -ELEVATOR",NA,25.81,"Rent","2 BRADHURST AVENUE , New York",10030,552,28.0306259259259,"Central Harlem"
"638",638,638,-74.0068304,40.7074723,"Rent","D8  -ELEVATOR",NA,51.17,"Rent","2 GOLD STREET , New York",10038,397,48.2096049382716,"Lower Manhattan"
"639",639,639,-74.002639,40.738694,"Rent","R9  -CONDOPS",NA,45.53,"Rent","2 HORATIO STREET , New York",10014,755,47.3433044848964,"Greenwich Village and Soho"
"640",640,640,-73.9936378,40.7223822,"Rent","R4  -ELEVATOR",NA,35.5,"Rent","2 PRINCE STREET , New York",10012,828,49.2700310481868,"Greenwich Village and Soho"
"641",641,641,-74.0173492,40.707977,"Rent","R4  -ELEVATOR",NA,52.57,"Rent","2 SOUTH END AVENUE , New York",10280,139,51.3575,"Lower Manhattan"
"642",642,642,-73.9932183,40.7373823,"Rent","C5  -WALK-UP",NA,43.04,"Rent","2 WEST 16 STREET , New York",10011,895,49.1637557493983,"Chelsea and Clinton"
"643",643,643,-73.996455,40.7328802,"Rent","D6  -ELEVATOR",NA,49.75,"Rent","20 5 AVENUE , New York",10011,834,49.1637557493983,"Chelsea and Clinton"
"644",644,644,-73.9648893,40.7535859,"Rent","D3  -ELEVATOR",NA,42.008,"Rent","20 BEEKMAN PLACE , New York",10022,210,47.5797090671885,"Gramercy Park and Murray Hill"
"645",645,645,-73.9840589,40.720696,"Rent","R4  -ELEVATOR",NA,40.41,"Rent","20 CLINTON STREET , New York",10002,807,46.1467041985792,"Lower East Side"
"646",646,646,-73.9884895,40.7399928,"Rent","D3  -ELEVATOR",NA,49.7444444444444,"Rent","20 EAST 22 STREET , New York",10010,679,50.4268402777778,"Gramercy Park and Murray Hill"
"647",647,647,-73.9824749,40.7480947,"Rent","R9  -CONDOPS",NA,45.9,"Rent","20 EAST 35 STREET , New York",10016,862,50.4251235766046,"Gramercy Park and Murray Hill"
"648",648,648,-73.9677084,40.7691961,"Rent","R9  -CONDOPS",NA,41.7,"Rent","20 EAST 68 STREET , New York",10065,67,48.2884521323149,"Upper East Side"
"649",649,649,-74.0025004,40.720942,"Rent","R4  -ELEVATOR",NA,40.34,"Rent","20 GREENE STREET , New York",10013,600,43.9129747732426,"Greenwich Village and Soho"
"650",650,650,-73.9577261,40.8057231,"Rent","D1  -ELEVATOR",NA,27.92,"Rent","20 MORNINGSIDE AVENUE , New York",10026,390,32.749269820296,"Central Harlem"
"651",651,651,-73.9809598,40.7482269,"Rent","D7  -ELEVATOR",NA,45.9,"Rent","20 PARK AVENUE , New York",10016,702,50.4251235766046,"Gramercy Park and Murray Hill"
"652",652,652,-74.0083224,40.7248899,"Rent","R2  -WALK-UP",NA,38.6,"Rent","20 RENWICK STREET , New York",10013,177,43.9129747732426,"Greenwich Village and Soho"
"653",653,653,-73.9715013,40.784234,"Rent","R4  -ELEVATOR",NA,42.35,"Rent","20 WEST 84 STREET , New York",10024,218,43.5819368711326,"Upper West Side"
"654",654,654,-73.9939529,40.7213854,"Rent","R4  -ELEVATOR",NA,48.2,"Rent","200 BOWERY , New York",10012,798,49.2700310481868,"Greenwich Village and Soho"
