"","longitude","latitude","Type1","Type2","Type3","Value","Icon","Remark","Zipcode"
"60085",-73.97642,40.77814,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, FRAUDS, FRAUDS, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, BURGLAR'S TOOLS, FRAUDS",12,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>BURGLAR'S TOOLS: X1<br/>CRIMINAL MISCHIEF & RELATED OF: X1<br/>FRAUDS: X3<br/>PETIT LARCENY: X6<br/>",10011
"79783",-73.976409147,40.727427824,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, PETIT LARCENY, INTOXICATED & IMPAIRED DRIVING, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS WEAPONS, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY",8,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X2<br/>DANGEROUS WEAPONS: X1<br/>INTOXICATED & IMPAIRED DRIVING: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X1<br/>PETIT LARCENY: X3<br/>",10011
"82921",-73.976398247,40.758207461,"Crime","MISDEMEANOR","PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",3,"MISDEMEANOR","PETIT LARCENY: X3<br/>",10011
"68525",-73.976373746,40.776402346,"Crime","MISDEMEANOR","PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, OFF. AGNST PUB ORD SENSBLTY &",3,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X1<br/>PETIT LARCENY: X1<br/>",10036
"25839",-73.976361578,40.719133154,"Crime","MISDEMEANOR","FRAUDS, ASSAULT 3 & RELATED OFFENSES, CRIMINAL TRESPASS, DANGEROUS DRUGS, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, VEHICLE AND TRAFFIC LAWS, PETIT LARCENY, PETIT LARCENY",10,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>CRIMINAL TRESPASS: X1<br/>DANGEROUS DRUGS: X1<br/>FRAUDS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X2<br/>OFFENSES AGAINST PUBLIC ADMINI: X1<br/>PETIT LARCENY: X2<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10036
"5133",-73.97635,40.73133,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, OFFENSES AGAINST PUBLIC ADMINI, VEHICLE AND TRAFFIC LAWS, ASSAULT 3 & RELATED OFFENSES, DANGEROUS DRUGS, DANGEROUS DRUGS, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL TRESPASS, CRIMINAL TRESPASS, CRIMINAL TRESPASS, CRIMINAL TRESPASS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &",24,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X7<br/>CRIMINAL MISCHIEF & RELATED OF: X1<br/>CRIMINAL TRESPASS: X4<br/>DANGEROUS DRUGS: X6<br/>OFF. AGNST PUB ORD SENSBLTY &: X3<br/>OFFENSES AGAINST PUBLIC ADMINI: X1<br/>PETIT LARCENY: X1<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10036
"18043",-73.97633,40.78869,"Crime","MISDEMEANOR","PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",11,"MISDEMEANOR","PETIT LARCENY: X11<br/>",10036
"14028",-73.976313896,40.792404135,"Crime","MISDEMEANOR","CRIMINAL TRESPASS, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",14,"MISDEMEANOR","CRIMINAL TRESPASS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X6<br/>PETIT LARCENY: X7<br/>",10036
"4776",-73.9763,40.79444,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, VEHICLE AND TRAFFIC LAWS, FRAUDULENT ACCOSTING",5,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X2<br/>FRAUDULENT ACCOSTING: X1<br/>PETIT LARCENY: X1<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10011
"35218",-73.976289394,40.759793901,"Crime","MISDEMEANOR","PETIT LARCENY, VEHICLE AND TRAFFIC LAWS, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF",4,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>CRIMINAL MISCHIEF & RELATED OF: X1<br/>PETIT LARCENY: X1<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10011
"303",-73.976275976,40.756928384,"Crime","MISDEMEANOR","PETIT LARCENY",1,"MISDEMEANOR","PETIT LARCENY: X1<br/>",10011
"6468",-73.97626,40.72339,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OTHER OFFENSES RELATED TO THEF, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, DANGEROUS DRUGS, DANGEROUS DRUGS, OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES",41,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X15<br/>CRIMINAL MISCHIEF & RELATED OF: X4<br/>DANGEROUS DRUGS: X3<br/>OFF. AGNST PUB ORD SENSBLTY &: X2<br/>OFFENSES AGAINST PUBLIC ADMINI: X3<br/>OTHER OFFENSES RELATED TO THEF: X1<br/>PETIT LARCENY: X13<br/>",10011
"7608",-73.976242555,40.789914649,"Crime","MISDEMEANOR","OFFENSES AGAINST PUBLIC ADMINI, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",9,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X1<br/>OFFENSES AGAINST PUBLIC ADMINI: X1<br/>PETIT LARCENY: X7<br/>",10011
"46064",-73.97623,40.79484,"Crime","MISDEMEANOR","INTOXICATED & IMPAIRED DRIVING, FRAUDS",2,"MISDEMEANOR","FRAUDS: X1<br/>INTOXICATED & IMPAIRED DRIVING: X1<br/>",10002
"53076",-73.97621,40.78606,"Crime","MISDEMEANOR","OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OTHER OFFENSES RELATED TO THEF, PETIT LARCENY, PETIT LARCENY, VEHICLE AND TRAFFIC LAWS, CRIMINAL MISCHIEF & RELATED OF, OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, PETIT LARCENY, OFF. AGNST PUB ORD SENSBLTY &, FRAUDULENT ACCOSTING, PETIT LARCENY",16,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X1<br/>FRAUDULENT ACCOSTING: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X3<br/>OFFENSES AGAINST PUBLIC ADMINI: X4<br/>OTHER OFFENSES RELATED TO THEF: X1<br/>PETIT LARCENY: X5<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10002
"57740",-73.976198806,40.780966807,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, OFFENSES AGAINST PUBLIC ADMINI",2,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>OFFENSES AGAINST PUBLIC ADMINI: X1<br/>",10002
"66782",-73.97618,40.72776,"Crime","MISDEMEANOR","DANGEROUS WEAPONS, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",5,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X1<br/>DANGEROUS WEAPONS: X1<br/>PETIT LARCENY: X3<br/>",10002
"69075",-73.976116631,40.788597151,"Crime","MISDEMEANOR","PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF",4,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>CRIMINAL MISCHIEF & RELATED OF: X1<br/>PETIT LARCENY: X2<br/>",10002
"91225",-73.976071669,40.762977758,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, DANGEROUS DRUGS, DANGEROUS DRUGS, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, INTOXICATED & IMPAIRED DRIVING, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, POSSESSION OF STOLEN PROPERTY, PETIT LARCENY, PETIT LARCENY",71,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X3<br/>CRIMINAL MISCHIEF & RELATED OF: X1<br/>DANGEROUS DRUGS: X2<br/>INTOXICATED & IMPAIRED DRIVING: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X1<br/>PETIT LARCENY: X62<br/>POSSESSION OF STOLEN PROPERTY: X1<br/>",10002
"61407",-73.97606,40.76011,"Crime","MISDEMEANOR","PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL TRESPASS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, JOSTLING, JOSTLING, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST THE PERSON, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST THE PERSON, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",74,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X22<br/>CRIMINAL MISCHIEF & RELATED OF: X6<br/>CRIMINAL TRESPASS: X1<br/>DANGEROUS DRUGS: X4<br/>DANGEROUS WEAPONS: X13<br/>JOSTLING: X2<br/>OFF. AGNST PUB ORD SENSBLTY &: X6<br/>OFFENSES AGAINST PUBLIC ADMINI: X3<br/>OFFENSES AGAINST THE PERSON: X2<br/>PETIT LARCENY: X15<br/>",10012
"71934",-73.976042032,40.795195469,"Crime","MISDEMEANOR","PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES",2,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>PETIT LARCENY: X1<br/>",10012
"93104",-73.97603,40.72051,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL TRESPASS, CRIMINAL TRESPASS, CRIMINAL TRESPASS, CRIMINAL TRESPASS, CRIMINAL TRESPASS, CRIMINAL TRESPASS, CRIMINAL TRESPASS, CRIMINAL TRESPASS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS WEAPONS, FRAUDS, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, CRIMINAL TRESPASS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS WEAPONS, DANGEROUS WEAPONS, OFFENSES AGAINST THE PERSON",30,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X6<br/>CRIMINAL MISCHIEF & RELATED OF: X2<br/>CRIMINAL TRESPASS: X9<br/>DANGEROUS DRUGS: X6<br/>DANGEROUS WEAPONS: X3<br/>FRAUDS: X1<br/>OFFENSES AGAINST PUBLIC ADMINI: X2<br/>OFFENSES AGAINST THE PERSON: X1<br/>",10012
"105806",-73.975990843,40.726823891,"Crime","MISDEMEANOR","PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, DANGEROUS DRUGS, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF",14,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X2<br/>CRIMINAL MISCHIEF & RELATED OF: X2<br/>DANGEROUS DRUGS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X5<br/>OFFENSES AGAINST PUBLIC ADMINI: X1<br/>PETIT LARCENY: X3<br/>",10012
"1730",-73.97598,40.73499,"Crime","MISDEMEANOR","PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, CRIMINAL MISCHIEF & RELATED OF, POSSESSION OF STOLEN PROPERTY, VEHICLE AND TRAFFIC LAWS, OFF. AGNST PUB ORD SENSBLTY &, DANGEROUS DRUGS, INTOXICATED & IMPAIRED DRIVING, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, PETIT LARCENY",20,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X4<br/>CRIMINAL MISCHIEF & RELATED OF: X1<br/>DANGEROUS DRUGS: X1<br/>INTOXICATED & IMPAIRED DRIVING: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X4<br/>OFFENSES AGAINST PUBLIC ADMINI: X3<br/>PETIT LARCENY: X4<br/>POSSESSION OF STOLEN PROPERTY: X1<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10002
"1126",-73.975954979,40.776229341,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, PETIT LARCENY, FRAUDS, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, VEHICLE AND TRAFFIC LAWS, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, OTHER OFFENSES RELATED TO THEF, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, FRAUDS, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, FRAUDS, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",27,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X9<br/>CRIMINAL MISCHIEF & RELATED OF: X5<br/>DANGEROUS DRUGS: X1<br/>FRAUDS: X3<br/>OTHER OFFENSES RELATED TO THEF: X1<br/>PETIT LARCENY: X7<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10002
"18827",-73.97594,40.75883,"Crime","MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST THE PERSON, PETIT LARCENY",8,"MISDEMEANOR","CRIMINAL MISCHIEF & RELATED OF: X3<br/>OFF. AGNST PUB ORD SENSBLTY &: X2<br/>OFFENSES AGAINST PUBLIC ADMINI: X1<br/>OFFENSES AGAINST THE PERSON: X1<br/>PETIT LARCENY: X1<br/>",10002
"19581",-73.975893551,40.716514555,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL TRESPASS, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS DRUGS, INTOXICATED & IMPAIRED DRIVING, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL TRESPASS, CRIMINAL TRESPASS, CRIMINAL TRESPASS, DANGEROUS DRUGS, FRAUDS, FRAUDS, INTOXICATED & IMPAIRED DRIVING, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC ADMINI, OFFENSES AGAINST PUBLIC SAFETY, OFFENSES AGAINST THE PERSON, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY, VEHICLE AND TRAFFIC LAWS",61,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X15<br/>CRIMINAL MISCHIEF & RELATED OF: X10<br/>CRIMINAL TRESPASS: X4<br/>DANGEROUS DRUGS: X4<br/>FRAUDS: X2<br/>INTOXICATED & IMPAIRED DRIVING: X2<br/>OFF. AGNST PUB ORD SENSBLTY &: X9<br/>OFFENSES AGAINST PUBLIC ADMINI: X5<br/>OFFENSES AGAINST PUBLIC SAFETY: X1<br/>OFFENSES AGAINST THE PERSON: X1<br/>PETIT LARCENY: X7<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10002
"21112",-73.975883321,40.744788283,"Crime","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES, PETIT LARCENY, PETIT LARCENY, VEHICLE AND TRAFFIC LAWS",4,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X1<br/>PETIT LARCENY: X2<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10002
"31519",-73.97584,40.79554,"Crime","MISDEMEANOR","INTOXICATED & IMPAIRED DRIVING, DANGEROUS WEAPONS, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, OFF. AGNST PUB ORD SENSBLTY &, VEHICLE AND TRAFFIC LAWS, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, BURGLAR'S TOOLS, DANGEROUS DRUGS, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, PETIT LARCENY",14,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X4<br/>BURGLAR'S TOOLS: X1<br/>DANGEROUS DRUGS: X1<br/>DANGEROUS WEAPONS: X1<br/>INTOXICATED & IMPAIRED DRIVING: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X2<br/>PETIT LARCENY: X3<br/>VEHICLE AND TRAFFIC LAWS: X1<br/>",10002
"33226",-73.975826124,40.793021598,"Crime","MISDEMEANOR","FRAUDS, PETIT LARCENY, PETIT LARCENY, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, ASSAULT 3 & RELATED OFFENSES, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, DANGEROUS DRUGS, DANGEROUS DRUGS, DANGEROUS WEAPONS, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, OFF. AGNST PUB ORD SENSBLTY &, PETIT LARCENY, PETIT LARCENY, DANGEROUS DRUGS, PETIT LARCENY",26,"MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES: X7<br/>CRIMINAL MISCHIEF & RELATED OF: X3<br/>DANGEROUS DRUGS: X3<br/>DANGEROUS WEAPONS: X1<br/>FRAUDS: X1<br/>OFF. AGNST PUB ORD SENSBLTY &: X6<br/>PETIT LARCENY: X5<br/>",10002
