"","longitude","latitude","Type1","Type2","Type3","Value","Icon","Remark","Zipcode"
"67146",-74.01171,40.70776,"Crime","FELONY","FELONY ASSAULT, FORGERY, GRAND LARCENY, ROBBERY",4,"FELONY","FELONY ASSAULT: X1<br/>FORGERY: X1<br/>GRAND LARCENY: X1<br/>ROBBERY: X1<br/>",10280
"73827",-74.011647092,40.722983143,"Crime","FELONY","DANGEROUS DRUGS, DANGEROUS DRUGS",2,"FELONY","DANGEROUS DRUGS: X2<br/>",10280
"74981",-74.011623876,40.713983077,"Crime","FELONY","GRAND LARCENY",1,"FELONY","GRAND LARCENY: X1<br/>",10280
"78013",-74.011510112,40.723641899,"Crime","FELONY","FELONY ASSAULT, FELONY ASSAULT, FELONY ASSAULT, FELONY ASSAULT, FELONY ASSAULT, FELONY ASSAULT, FELONY ASSAULT, FELONY ASSAULT, FELONY ASSAULT, FELONY ASSAULT, FELONY ASSAULT, FELONY ASSAULT",12,"FELONY","FELONY ASSAULT: X12<br/>",10280
"81896",-74.01148,40.70764,"Crime","FELONY","FORGERY, FORGERY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, ROBBERY, GRAND LARCENY, CRIMINAL MISCHIEF & RELATED OF",8,"FELONY","CRIMINAL MISCHIEF & RELATED OF: X1<br/>FORGERY: X2<br/>GRAND LARCENY: X4<br/>ROBBERY: X1<br/>",10280
"93147",-74.011452902,40.705639013,"Crime","FELONY","BURGLARY, FELONY ASSAULT, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, THEFT-FRAUD, THEFT-FRAUD, GRAND LARCENY, GRAND LARCENY",9,"FELONY","BURGLARY: X1<br/>FELONY ASSAULT: X1<br/>GRAND LARCENY: X5<br/>THEFT-FRAUD: X2<br/>",10280
"82470",-74.011440014,40.714608901,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, MISCELLANEOUS PENAL LAW, ROBBERY",6,"FELONY","GRAND LARCENY: X4<br/>MISCELLANEOUS PENAL LAW: X1<br/>ROBBERY: X1<br/>",10280
"5536",-74.01135,40.71492,"Crime","FELONY","GRAND LARCENY, POSSESSION OF STOLEN PROPERTY, GRAND LARCENY, FELONY ASSAULT, GRAND LARCENY, GRAND LARCENY",6,"FELONY","FELONY ASSAULT: X1<br/>GRAND LARCENY: X4<br/>POSSESSION OF STOLEN PROPERTY: X1<br/>",10280
"10886",-74.01125,40.70831,"Crime","FELONY","BURGLARY",1,"FELONY","BURGLARY: X1<br/>",10280
"2219",-74.011233689,40.710376497,"Crime","FELONY","FORGERY, GRAND LARCENY, THEFT-FRAUD, CRIMINAL MISCHIEF & RELATED OF, FORGERY, POSSESSION OF STOLEN PROPERTY, GRAND LARCENY, GRAND LARCENY OF MOTOR VEHICLE",8,"FELONY","CRIMINAL MISCHIEF & RELATED OF: X1<br/>FORGERY: X2<br/>GRAND LARCENY: X2<br/>GRAND LARCENY OF MOTOR VEHICLE: X1<br/>POSSESSION OF STOLEN PROPERTY: X1<br/>THEFT-FRAUD: X1<br/>",10280
"538",-74.01119,40.70629,"Crime","FELONY","CRIMINAL MISCHIEF & RELATED OF, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, FORGERY, GRAND LARCENY, ROBBERY, ROBBERY",8,"FELONY","CRIMINAL MISCHIEF & RELATED OF: X1<br/>FORGERY: X1<br/>GRAND LARCENY: X4<br/>ROBBERY: X2<br/>",10280
"44841",-74.011132372,40.708457918,"Crime","FELONY","GRAND LARCENY, THEFT-FRAUD, GRAND LARCENY, GRAND LARCENY",4,"FELONY","GRAND LARCENY: X3<br/>THEFT-FRAUD: X1<br/>",10282
"97017",-74.011110892,40.709429566,"Crime","FELONY","GRAND LARCENY",1,"FELONY","GRAND LARCENY: X1<br/>",10282
"57031",-74.011098602,40.722264071,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, MISCELLANEOUS PENAL LAW, GRAND LARCENY",5,"FELONY","GRAND LARCENY: X4<br/>MISCELLANEOUS PENAL LAW: X1<br/>",10282
"2888",-74.01104,40.71596,"Crime","FELONY","GRAND LARCENY, THEFT-FRAUD",2,"FELONY","GRAND LARCENY: X1<br/>THEFT-FRAUD: X1<br/>",10282
"13160",-74.010999722,40.713338119,"Crime","FELONY","FELONY ASSAULT",1,"FELONY","FELONY ASSAULT: X1<br/>",10282
"16269",-74.01098,40.72292,"Crime","FELONY","BURGLARY, THEFT-FRAUD",2,"FELONY","BURGLARY: X1<br/>THEFT-FRAUD: X1<br/>",10282
"56715",-74.010966266,40.707318857,"Crime","FELONY","GRAND LARCENY",1,"FELONY","GRAND LARCENY: X1<br/>",10282
"19067",-74.010933704,40.706706777,"Crime","FELONY","KIDNAPPING & RELATED OFFENSES, GRAND LARCENY, BURGLARY",3,"FELONY","BURGLARY: X1<br/>GRAND LARCENY: X1<br/>KIDNAPPING & RELATED OFFENSES: X1<br/>",10282
"26209",-74.010902865,40.716623608,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY, GRAND LARCENY",3,"FELONY","GRAND LARCENY: X3<br/>",10282
"30926",-74.010853494,40.723573344,"Crime","FELONY","GRAND LARCENY, FELONY ASSAULT, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, THEFT-FRAUD",6,"FELONY","FELONY ASSAULT: X1<br/>GRAND LARCENY: X4<br/>THEFT-FRAUD: X1<br/>",10282
"46601",-74.010800952,40.711027048,"Crime","FELONY","GRAND LARCENY",1,"FELONY","GRAND LARCENY: X1<br/>",10282
"2380",-74.010783332,40.713596148,"Crime","FELONY","BURGLARY",1,"FELONY","BURGLARY: X1<br/>",10282
"4382",-74.010740217,40.714652885,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY, THEFT-FRAUD, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, CRIMINAL MISCHIEF & RELATED OF, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, ROBBERY",40,"FELONY","CRIMINAL MISCHIEF & RELATED OF: X3<br/>GRAND LARCENY: X35<br/>ROBBERY: X1<br/>THEFT-FRAUD: X1<br/>",10282
"6621",-74.010724498,40.729054637,"Crime","FELONY","MURDER & NON-NEGL. MANSLAUGHTER, MURDER & NON-NEGL. MANSLAUGHTER, MURDER & NON-NEGL. MANSLAUGHTER, MURDER & NON-NEGL. MANSLAUGHTER, MURDER & NON-NEGL. MANSLAUGHTER, MURDER & NON-NEGL. MANSLAUGHTER, MURDER & NON-NEGL. MANSLAUGHTER, MURDER & NON-NEGL. MANSLAUGHTER, CRIMINAL MISCHIEF & RELATED OF, FORGERY",10,"FELONY","CRIMINAL MISCHIEF & RELATED OF: X1<br/>FORGERY: X1<br/>MURDER & NON-NEGL. MANSLAUGHTER: X8<br/>",10282
"21103",-74.01068,40.70712,"Crime","FELONY","GRAND LARCENY, FELONY ASSAULT",2,"FELONY","FELONY ASSAULT: X1<br/>GRAND LARCENY: X1<br/>",10282
"23822",-74.01066,40.72984,"Crime","FELONY","POSSESSION OF STOLEN PROPERTY",1,"FELONY","POSSESSION OF STOLEN PROPERTY: X1<br/>",10282
"28613",-74.01064,40.71129,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY",2,"FELONY","GRAND LARCENY: X2<br/>",10282
"36987",-74.010610857,40.717801138,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY, BURGLARY, BURGLARY, BURGLARY, BURGLARY, CRIMINAL MISCHIEF & RELATED OF, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, ROBBERY, BURGLARY, FELONY ASSAULT, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, THEFT-FRAUD, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, THEFT-FRAUD, THEFT-FRAUD",45,"FELONY","BURGLARY: X5<br/>CRIMINAL MISCHIEF & RELATED OF: X1<br/>FELONY ASSAULT: X1<br/>GRAND LARCENY: X34<br/>ROBBERY: X1<br/>THEFT-FRAUD: X3<br/>",10282
"37203",-74.010544557,40.709163378,"Crime","FELONY","GRAND LARCENY",1,"FELONY","GRAND LARCENY: X1<br/>",10282
"38178",-74.01053,40.70605,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY, GRAND LARCENY OF MOTOR VEHICLE, BURGLARY, GRAND LARCENY",5,"FELONY","BURGLARY: X1<br/>GRAND LARCENY: X3<br/>GRAND LARCENY OF MOTOR VEHICLE: X1<br/>",10282
"39382",-74.01047,40.71154,"Crime","FELONY","DANGEROUS WEAPONS, FELONY ASSAULT, FORGERY, GRAND LARCENY, GRAND LARCENY, ROBBERY, THEFT-FRAUD, FORGERY, FORGERY, GRAND LARCENY, GRAND LARCENY, MISCELLANEOUS PENAL LAW",12,"FELONY","DANGEROUS WEAPONS: X1<br/>FELONY ASSAULT: X1<br/>FORGERY: X3<br/>GRAND LARCENY: X4<br/>MISCELLANEOUS PENAL LAW: X1<br/>ROBBERY: X1<br/>THEFT-FRAUD: X1<br/>",10282
"49737",-74.0104,40.71528,"Crime","FELONY","BURGLARY, GRAND LARCENY, GRAND LARCENY OF MOTOR VEHICLE",3,"FELONY","BURGLARY: X1<br/>GRAND LARCENY: X1<br/>GRAND LARCENY OF MOTOR VEHICLE: X1<br/>",10282
"49753",-74.01038128,40.726126012,"Crime","FELONY","CRIMINAL MISCHIEF & RELATED OF, GRAND LARCENY",2,"FELONY","CRIMINAL MISCHIEF & RELATED OF: X1<br/>GRAND LARCENY: X1<br/>",10282
"62654",-74.01035,40.71914,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, THEFT-FRAUD, GRAND LARCENY, GRAND LARCENY",8,"FELONY","GRAND LARCENY: X7<br/>THEFT-FRAUD: X1<br/>",10006
"10800",-74.010338852,40.708466226,"Crime","FELONY","THEFT-FRAUD",1,"FELONY","THEFT-FRAUD: X1<br/>",10006
"87902",-74.0103,40.71182,"Crime","FELONY","FORGERY, FORGERY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY",5,"FELONY","FORGERY: X2<br/>GRAND LARCENY: X3<br/>",10282
"76400",-74.01027,40.70949,"Crime","FELONY","FELONY ASSAULT, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, THEFT-FRAUD, THEFT-FRAUD, GRAND LARCENY, GRAND LARCENY",12,"FELONY","FELONY ASSAULT: X1<br/>GRAND LARCENY: X9<br/>THEFT-FRAUD: X2<br/>",10280
"43682",-74.01024,40.71979,"Crime","FELONY","GRAND LARCENY",1,"FELONY","GRAND LARCENY: X1<br/>",10280
"46378",-74.0102,40.73241,"Crime","FELONY","FELONY ASSAULT, FELONY ASSAULT, MISCELLANEOUS PENAL LAW",3,"FELONY","FELONY ASSAULT: X2<br/>MISCELLANEOUS PENAL LAW: X1<br/>",10280
"49400",-74.010167812,40.722170835,"Crime","FELONY","GRAND LARCENY",1,"FELONY","GRAND LARCENY: X1<br/>",10280
"59477",-74.01015,40.72461,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY, GRAND LARCENY",3,"FELONY","GRAND LARCENY: X3<br/>",10280
"61676",-74.01013,40.72044,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY, GRAND LARCENY",3,"FELONY","GRAND LARCENY: X3<br/>",10280
"62763",-74.01011,40.71592,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY, MISCELLANEOUS PENAL LAW, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY OF MOTOR VEHICLE, GRAND LARCENY",8,"FELONY","GRAND LARCENY: X6<br/>GRAND LARCENY OF MOTOR VEHICLE: X1<br/>MISCELLANEOUS PENAL LAW: X1<br/>",10280
"65385",-74.01009,40.70676,"Crime","FELONY","FELONY ASSAULT, FELONY ASSAULT, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, ROBBERY, THEFT-FRAUD, THEFT-FRAUD, GRAND LARCENY, GRAND LARCENY",10,"FELONY","FELONY ASSAULT: X2<br/>GRAND LARCENY: X5<br/>ROBBERY: X1<br/>THEFT-FRAUD: X2<br/>",10280
"68708",-74.01007,40.73385,"Crime","FELONY","GRAND LARCENY, DANGEROUS WEAPONS, MISCELLANEOUS PENAL LAW",3,"FELONY","DANGEROUS WEAPONS: X1<br/>GRAND LARCENY: X1<br/>MISCELLANEOUS PENAL LAW: X1<br/>",10280
"71991",-74.010022663,40.716566048,"Crime","FELONY","ROBBERY, GRAND LARCENY, GRAND LARCENY, ROBBERY, GRAND LARCENY",5,"FELONY","GRAND LARCENY: X3<br/>ROBBERY: X2<br/>",10280
"72246",-74.00999,40.70981,"Crime","FELONY","FORGERY, GRAND LARCENY, GRAND LARCENY",3,"FELONY","FORGERY: X1<br/>GRAND LARCENY: X2<br/>",10280
"75097",-74.00996,40.70548,"Crime","FELONY","GRAND LARCENY, THEFT-FRAUD",2,"FELONY","GRAND LARCENY: X1<br/>THEFT-FRAUD: X1<br/>",10280
"75631",-74.00994,40.72348,"Crime","FELONY","ROBBERY",1,"FELONY","ROBBERY: X1<br/>",10280
"79448",-74.00991,40.71356,"Crime","FELONY","GRAND LARCENY, THEFT-FRAUD, THEFT-FRAUD",3,"FELONY","GRAND LARCENY: X1<br/>THEFT-FRAUD: X2<br/>",10280
"85329",-74.00987,40.7058,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, THEFT-FRAUD",4,"FELONY","GRAND LARCENY: X3<br/>THEFT-FRAUD: X1<br/>",10280
"85898",-74.009825375,40.724136112,"Crime","FELONY","GRAND LARCENY, GRAND LARCENY OF MOTOR VEHICLE",2,"FELONY","GRAND LARCENY: X1<br/>GRAND LARCENY OF MOTOR VEHICLE: X1<br/>",10280
"89028",-74.0098,40.73321,"Crime","FELONY","CRIMINAL MISCHIEF & RELATED OF, GRAND LARCENY",2,"FELONY","CRIMINAL MISCHIEF & RELATED OF: X1<br/>GRAND LARCENY: X1<br/>",10280
"89312",-74.00977,40.71007,"Crime","FELONY","FORGERY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, THEFT-FRAUD, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY, GRAND LARCENY",10,"FELONY","FORGERY: X1<br/>GRAND LARCENY: X8<br/>THEFT-FRAUD: X1<br/>",10280
"100174",-74.00974,40.73758,"Crime","FELONY","MISCELLANEOUS PENAL LAW",1,"FELONY","MISCELLANEOUS PENAL LAW: X1<br/>",10280
"101494",-74.00972,40.73877,"Crime","FELONY","MISCELLANEOUS PENAL LAW",1,"FELONY","MISCELLANEOUS PENAL LAW: X1<br/>",10280
